"","species","tip","fleshy","genus","family","order","group"
"13310","Syzygium monospermum","Syzygium_monospermum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13311","Syzygium oleosum","Syzygium_oleosum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13312","Syzygium owariense","Syzygium_owariense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13313","Syzygium papyraceum","Syzygium_papyraceum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13314","Syzygium parkeri","Syzygium_parkeri",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13315","Syzygium parvifolium","Syzygium_parvifolium",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13316","Syzygium petrinese","Syzygium_petrinese",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13317","Syzygium pondoense","Syzygium_pondoense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13318","Syzygium pseudofastigiatum","Syzygium_pseudofastigiatum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13319","Syzygium puberulum","Syzygium_puberulum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13320","Syzygium quadrangulatum","Syzygium_quadrangulatum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13321","Syzygium richii","Syzygium_richii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13322","Syzygium rubicundum","Syzygium_rubicundum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13323","Syzygium rubrimolle","Syzygium_rubrimolle",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13324","Syzygium samarangense","Syzygium_samarangense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13325","Syzygium sayeri","Syzygium_sayeri",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13326","Syzygium sharoniae","Syzygium_sharoniae",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13327","Syzygium siamensis","Syzygium_siamensis",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13328","Syzygium sp","Syzygium_sp",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13329","Syzygium sp.","Syzygium_sp.",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13330","Syzygium suborbiculare","Syzygium_suborbiculare",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13331","Syzygium syzygioides","Syzygium_syzygioides",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13332","Syzygium thompsonii","Syzygium_thompsonii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13333","Syzygium tierneyanum","Syzygium_tierneyanum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13334","Syzygium trachyphloium","Syzygium_trachyphloium",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13335","Syzygium velarum","Syzygium_velarum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13336","Syzygium venosum","Syzygium_venosum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13337","Syzygium wesa","Syzygium_wesa",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13338","Syzygium wilsonii","Syzygium_wilsonii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13339","Syzygium xerampelinum","Syzygium_xerampelinum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13340","Tabebuia rosea","Tabebuia_rosea",0,"Tabebuia","Bignoniaceae","Lamiales","Angiosperms"
"13341","Tabernaemontana alba","Tabernaemontana_alba",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13342","Tabernaemontana alternifolia","Tabernaemontana_alternifolia",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13343","Tabernaemontana angulata","Tabernaemontana_angulata",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13344","Tabernaemontana arborea","Tabernaemontana_arborea",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13345","Tabernaemontana catharinensis","Tabernaemontana_catharinensis",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13346","Tabernaemontana crassa","Tabernaemontana_crassa",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13347","Tabernaemontana elegans","Tabernaemontana_elegans",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13348","Tabernaemontana heterophylla","Tabernaemontana_heterophylla",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13349","Tabernaemontana litoralis","Tabernaemontana_litoralis",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13350","Tabernaemontana mauritiana","Tabernaemontana_mauritiana",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13351","Tabernaemontana pachysiphon","Tabernaemontana_pachysiphon",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13352","Tabernaemontana retusa","Tabernaemontana_retusa",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13353","Tabernaemontana rotensis","Tabernaemontana_rotensis",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13354","Tabernaemontana sananho","Tabernaemontana_sananho",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13355","Tabernaemontana stapfiana","Tabernaemontana_stapfiana",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13356","Tabernaemontana ventricosa","Tabernaemontana_ventricosa",1,"Tabernaemontana","Apocynaceae","Gentianales","Angiosperms"
"13357","Tacazzea apiculata","Tacazzea_apiculata",0,"Tacazzea","Apocynaceae","Gentianales","Angiosperms"
"13358","Tacca leontopetaloides","Tacca_leontopetaloides",1,"Tacca","Dioscoreaceae","Dioscoreales","Angiosperms"
"13359","Tacca pinnatifida","Tacca_pinnatifida",1,"Tacca","Dioscoreaceae","Dioscoreales","Angiosperms"
"13360","Tachigali alba","Tachigali_alba",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13361","Tachigali chrysophylla","Tachigali_chrysophylla",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13362","Tachigali glauca","Tachigali_glauca",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13363","Tachigali guianensis","Tachigali_guianensis",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13364","Tachigali melinonii","Tachigali_melinonii",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13365","Tachigali paniculata","Tachigali_paniculata",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13366","Tachigali paraensis","Tachigali_paraensis",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13367","Tachigali versicolor","Tachigali_versicolor",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13368","Tachigali vulgaris","Tachigali_vulgaris",0,"Tachigali","Fabaceae","Fabales","Angiosperms"
"13369","Talauma mexicana","Talauma_mexicana",1,"Talauma","Magnoliaceae","Magnoliales","Angiosperms"
"13370","Talauma ovata","Talauma_ovata",1,"Talauma","Magnoliaceae","Magnoliales","Angiosperms"
"13371","Talinum aurantiacum","Talinum_aurantiacum",0,"Talinum","Talinaceae","Caryophyllales","Angiosperms"
"13372","Talinum paniculatum","Talinum_paniculatum",1,"Talinum","Talinaceae","Caryophyllales","Angiosperms"
"13373","Talisia angustifolia","Talisia_angustifolia",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13374","Talisia carinata","Talisia_carinata",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13375","Talisia cf.","Talisia_cf.",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13376","Talisia clathrata","Talisia_clathrata",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13377","Talisia floresii","Talisia_floresii",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13378","Talisia guianensis","Talisia_guianensis",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13379","Talisia hemidasya","Talisia_hemidasya",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13380","Talisia intermedia","Talisia_intermedia",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13381","Talisia longifolia","Talisia_longifolia",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13382","Talisia macrophylla","Talisia_macrophylla",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13383","Talisia megaphylla","Talisia_megaphylla",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13384","Talisia microphylla","Talisia_microphylla",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13385","Talisia mollis","Talisia_mollis",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13386","Talisia nervosa","Talisia_nervosa",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13387","Talisia oliviformis","Talisia_oliviformis",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13388","Talisia praealta","Talisia_praealta",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13389","Talisia retusa","Talisia_retusa",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13390","Talisia sylvatica","Talisia_sylvatica",1,"Talisia","Sapindaceae","Sapindales","Angiosperms"
"13391","Tamarindus indica","Tamarindus_indica",1,"Tamarindus","Fabaceae","Fabales","Angiosperms"
"13392","Tambourissa castri-delphinii","Tambourissa_castri-delphinii",1,"Tambourissa","Monimiaceae","Laurales","Angiosperms"
"13393","Tambourissa crassa","Tambourissa_crassa",1,"Tambourissa","Monimiaceae","Laurales","Angiosperms"
"13394","Tambourissa elliptica","Tambourissa_elliptica",1,"Tambourissa","Monimiaceae","Laurales","Angiosperms"
"13395","Tambourissa perrieri","Tambourissa_perrieri",1,"Tambourissa","Monimiaceae","Laurales","Angiosperms"
"13396","Tambourissa purpurea","Tambourissa_purpurea",1,"Tambourissa","Monimiaceae","Laurales","Angiosperms"
"13397","Tambourissa thouvenotii","Tambourissa_thouvenotii",1,"Tambourissa","Monimiaceae","Laurales","Angiosperms"
"13398","Tamonea spicata","Tamonea_spicata",1,"Tamonea","Verbenaceae","Lamiales","Angiosperms"
"13399","Tannodia swynnertonii","Tannodia_swynnertonii",0,"Tannodia","Euphorbiaceae","Malpighiales","Angiosperms"
"13400","Tapeinochilos ananassae","Tapeinochilos_ananassae",1,"Tapeinochilos","Costaceae","Zingiberales","Angiosperms"
"13401","Tapeinosperma pseudojambosa","Tapeinosperma_pseudojambosa",1,"Tapeinosperma","Primulaceae","Ericales","Angiosperms"
"13402","Tapeinosperma sp.","Tapeinosperma_sp.",1,"Tapeinosperma","Primulaceae","Ericales","Angiosperms"
"13403","Tapinanthus bipartitus","Tapinanthus_bipartitus",1,"Tapinanthus","Loranthaceae","Santalales","Angiosperms"
"13404","Tapinanthus dependens","Tapinanthus_dependens",1,"Tapinanthus","Loranthaceae","Santalales","Angiosperms"
"13405","Tapinanthus erianthus","Tapinanthus_erianthus",1,"Tapinanthus","Loranthaceae","Santalales","Angiosperms"
"13406","Tapinanthus forbesii","Tapinanthus_forbesii",1,"Tapinanthus","Loranthaceae","Santalales","Angiosperms"
"13407","Tapinanthus oleifolius","Tapinanthus_oleifolius",1,"Tapinanthus","Loranthaceae","Santalales","Angiosperms"
"13408","Tapinanthus quequensis","Tapinanthus_quequensis",1,"Tapinanthus","Loranthaceae","Santalales","Angiosperms"
"13409","Tapinanthus subulatus","Tapinanthus_subulatus",1,"Tapinanthus","Loranthaceae","Santalales","Angiosperms"
"13410","Tapiphyllum burnettii","Tapiphyllum_burnettii",1,"Tapiphyllum","Rubiaceae","Gentianales","Angiosperms"
"13411","Tapiphyllum cinerascens","Tapiphyllum_cinerascens",1,"Tapiphyllum","Rubiaceae","Gentianales","Angiosperms"
"13412","Tapiphyllum discolor","Tapiphyllum_discolor",1,"Tapiphyllum","Rubiaceae","Gentianales","Angiosperms"
"13413","Tapiphyllum molle","Tapiphyllum_molle",1,"Tapiphyllum","Rubiaceae","Gentianales","Angiosperms"
"13414","Tapiphyllum parvifolium","Tapiphyllum_parvifolium",1,"Tapiphyllum","Rubiaceae","Gentianales","Angiosperms"
"13415","Tapiphyllum rhodesiacum","Tapiphyllum_rhodesiacum",1,"Tapiphyllum","Rubiaceae","Gentianales","Angiosperms"
"13416","Tapiphyllum velutinum","Tapiphyllum_velutinum",1,"Tapiphyllum","Rubiaceae","Gentianales","Angiosperms"
"13417","Tapirira bethanniana","Tapirira_bethanniana",1,"Tapirira","Anacardiaceae","Sapindales","Angiosperms"
"13418","Tapirira chimalapana","Tapirira_chimalapana",1,"Tapirira","Anacardiaceae","Sapindales","Angiosperms"
"13419","Tapirira guianensis","Tapirira_guianensis",1,"Tapirira","Anacardiaceae","Sapindales","Angiosperms"
"13420","Tapirira mexicana","Tapirira_mexicana",1,"Tapirira","Anacardiaceae","Sapindales","Angiosperms"
"13421","Tapirira obtusa","Tapirira_obtusa",1,"Tapirira","Anacardiaceae","Sapindales","Angiosperms"
"13422","Tapirira retusa","Tapirira_retusa",1,"Tapirira","Anacardiaceae","Sapindales","Angiosperms"
"13423","Tapura acreana","Tapura_acreana",1,"Tapura","Dichapetalaceae","Malpighiales","Angiosperms"
"13424","Tapura coriacea","Tapura_coriacea",1,"Tapura","Dichapetalaceae","Malpighiales","Angiosperms"
"13425","Tapura fischeri","Tapura_fischeri",1,"Tapura","Dichapetalaceae","Malpighiales","Angiosperms"
"13426","Taralea oppositifolia","Taralea_oppositifolia",0,"Taralea","Fabaceae","Fabales","Angiosperms"
"13427","Taraxacum  ","Taraxacum__",0,"Taraxacum","Asteraceae","Asterales","Angiosperms"
"13428","Taraxacum castellanum","Taraxacum_castellanum",0,"Taraxacum","Asteraceae","Asterales","Angiosperms"
"13429","Taraxacum magellanicum","Taraxacum_magellanicum",0,"Taraxacum","Asteraceae","Asterales","Angiosperms"
"13430","Taraxacum officinale","Taraxacum_officinale",0,"Taraxacum","Asteraceae","Asterales","Angiosperms"
"13431","Tarchonanthus camphoratus","Tarchonanthus_camphoratus",0,"Tarchonanthus","Asteraceae","Asterales","Angiosperms"
"13432","Tarchonanthus trilobus","Tarchonanthus_trilobus",0,"Tarchonanthus","Asteraceae","Asterales","Angiosperms"
"13433","Tarenna asiatica","Tarenna_asiatica",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13434","Tarenna australis","Tarenna_australis",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13435","Tarenna dallachiana","Tarenna_dallachiana",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13436","Tarenna eketensis","Tarenna_eketensis",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13437","Tarenna gossweileri","Tarenna_gossweileri",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13438","Tarenna graveolens","Tarenna_graveolens",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13439","Tarenna junodii","Tarenna_junodii",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13440","Tarenna littoralis","Tarenna_littoralis",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13441","Tarenna luteola","Tarenna_luteola",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13442","Tarenna pavettoides","Tarenna_pavettoides",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13443","Tarenna sambucina","Tarenna_sambucina",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13444","Tarenna sp.","Tarenna_sp.",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13445","Tarenna supra-axillaris","Tarenna_supra-axillaris",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13446","Tarenna trichantha","Tarenna_trichantha",1,"Tarenna","Rubiaceae","Gentianales","Angiosperms"
"13447","Tasmannia insipida","Tasmannia_insipida",1,"Tasmannia","Winteraceae","Canellales","Angiosperms"
"13448","Tasmannia lanceolata","Tasmannia_lanceolata",1,"Tasmannia","Winteraceae","Canellales","Angiosperms"
"13449","Tasmannia membranea","Tasmannia_membranea",1,"Tasmannia","Winteraceae","Canellales","Angiosperms"
"13450","Tasmannia sp.","Tasmannia_sp.",1,"Tasmannia","Winteraceae","Canellales","Angiosperms"
"13451","Taxillus kaempferi","Taxillus_kaempferi",1,"Taxillus","Loranthaceae","Santalales","Angiosperms"
"13452","Taxillus yadoriki","Taxillus_yadoriki",1,"Taxillus","Loranthaceae","Santalales","Angiosperms"
"13453","Taxillus yagoirki","Taxillus_yagoirki",1,"Taxillus","Loranthaceae","Santalales","Angiosperms"
"13454","Taxus baccata","Taxus_baccata",1,"Taxus","Taxaceae","Pinales","Gymnosperms"
"13455","Taxus brevifolia","Taxus_brevifolia",1,"Taxus","Taxaceae","Pinales","Gymnosperms"
"13456","Taxus cuspidata","Taxus_cuspidata",1,"Taxus","Taxaceae","Pinales","Gymnosperms"
"13457","Teclea gerrardii","Teclea_gerrardii",1,"Teclea","Rutaceae","Sapindales","Angiosperms"
"13458","Teclea natalensis","Teclea_natalensis",1,"Teclea","Rutaceae","Sapindales","Angiosperms"
"13459","Teclea nobilis","Teclea_nobilis",1,"Teclea","Rutaceae","Sapindales","Angiosperms"
"13460","Teclea rogersii","Teclea_rogersii",1,"Teclea","Rutaceae","Sapindales","Angiosperms"
"13461","Teclea sp.","Teclea_sp.",1,"Teclea","Rutaceae","Sapindales","Angiosperms"
"13462","Teclea verdoorniana","Teclea_verdoorniana",1,"Teclea","Rutaceae","Sapindales","Angiosperms"
"13463","Tecomanthe speciosa","Tecomanthe_speciosa",0,"Tecomanthe","Bignoniaceae","Lamiales","Angiosperms"
"13464","Tectona grandis","Tectona_grandis",1,"Tectona","Lamiaceae","Lamiales","Angiosperms"
"13465","Telfairia pedata","Telfairia_pedata",1,"Telfairia","Cucurbitaceae","Cucurbitales","Angiosperms"
"13466","Telopea speciosissima","Telopea_speciosissima",0,"Telopea","Proteaceae","Proteales","Angiosperms"
"13467","Terminalia amazonia","Terminalia_amazonia",0,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13468","Terminalia archboldiana","Terminalia_archboldiana",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13469","Terminalia arenicola","Terminalia_arenicola",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13470","Terminalia aridicola","Terminalia_aridicola",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13471","Terminalia bellerica","Terminalia_bellerica",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13472","Terminalia bellirica","Terminalia_bellirica",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13473","Terminalia boivinii","Terminalia_boivinii",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13474","Terminalia brachystemma","Terminalia_brachystemma",0,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13475","Terminalia brownii","Terminalia_brownii",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13476","Terminalia catappa","Terminalia_catappa",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13477","Terminalia chebula","Terminalia_chebula",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13478","Terminalia citrina","Terminalia_citrina",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13479","Terminalia complanata","Terminalia_complanata",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13480","Terminalia crassifolia","Terminalia_crassifolia",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13481","Terminalia eddowesii","Terminalia_eddowesii",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13482","Terminalia fatraea","Terminalia_fatraea",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13483","Terminalia impediens","Terminalia_impediens",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13484","Terminalia kaernbachii","Terminalia_kaernbachii",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13485","Terminalia katikii","Terminalia_katikii",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13486","Terminalia litoralis","Terminalia_litoralis",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13487","Terminalia littoralis","Terminalia_littoralis",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13488","Terminalia macadamii","Terminalia_macadamii",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13489","Terminalia macroptera","Terminalia_macroptera",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
"13490","Terminalia megalocarpa","Terminalia_megalocarpa",1,"Terminalia","Combretaceae","Myrtales","Angiosperms"
