id,refid,pred,disp,para,p_fam,p_g,p_sp,sp,a_g,a_sp,continent,log_avg_diam,log_ant_size,disp_self,disp_myrm,disp_vert,disp_wind,plant_sp,h_sp,omni_sp,hab_forest,hab_shrubland,hab_desert,hab_grassland,hab_crop,hab_urban,lform_annual,lform_perenniel,ghab_forbherb,ghab_graminoid,ghab_shrubtree,ghab_other,shape_longnarrow,shape_round,shape_sphere,shape_odd,surface_smooth,surface_middle,surface_rugous,surface_appendage,lform,ghab,shape,surface,hab,country,diam_min,diam_max,avg_diam,ant_lmin,ant_lmax,ant_size,myrm,depo,disp.prob1,pred.prob1,para.prob1,result,dispersal,diet
13,8,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Aphaenogaster,iberica,Europe,0.84509804,0.84509804,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,6,8,7,1,1,0.978306002,0.00195551,0.009300042,disp,myrm,other
14,8,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Aphaenogaster,senilis,Europe,0.84509804,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,5,7,6,1,1,0.975955817,0.00207623,0.010620553,disp,myrm,other
15,8,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Camponotus,cruentatus,Europe,0.84509804,0.903089987,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,7,9,8,1,1,0.980159102,0.000831268,0.00828852,disp,myrm,hd
16,8,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Formica,cunicularia,Europe,0.84509804,0.574031268,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,3.5,4,3.75,1,1,0.967155646,0.001116212,0.015900147,disp,myrm,hd
58,13,0,1,0,Fabaceae,Acacia,suaveolens,Acacia suaveolens,Camponotus,intrepidus,Oceania,0.866287339,0.977723605,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,6.6,8.1,7.35,8,11,9.5,1,1,0.763828085,0.148680989,0.07837263,disp,myrm,other
59,13,0,1,0,Fabaceae,Acacia,suaveolens,Acacia suaveolens,Iridomyrmex,bicknelli,Oceania,0.866287339,0.352182518,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,6.6,8.1,7.35,2,2.5,2.25,1,1,0.547413047,0.234309636,0.223204989,disp,myrm,other
60,13,0,1,0,Fabaceae,Acacia,suaveolens,Acacia suaveolens,Rhytidoponera,tasmaniensis,Oceania,0.866287339,0.62838893,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,6.6,8.1,7.35,4,4.5,4.25,1,1,0.65124409,0.192822055,0.143723004,disp,myrm,other
268,24,1,0,0,Fabaceae,Dorycnium,pentaphyllum,Dorycnium pentaphyllum,Messor,unknown,Europe,0.477121255,0.740362689,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,perennial,shrub_tree,sphere,smooth,shrubland,Spain,2,4,3,4,7,5.5,0,1,0.669197742,0.070253154,0.032870744,pred,myrm,plant
337,39,0,1,0,Melanthiaceae,Trillium,discolor,Trillium discolor,Formica,pallidefulva,North_America,1.477121255,0.698970004,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,unknown,10,50,30,4.75,5.25,5,0,1,0.770934083,0.04164572,0.041692672,disp,myrm,hd
408,52,0,1,0,Papaveraceae,Sanguinaria,canadensis,Sanguinaria canadensis,Aphaenogaster,rudis,North_America,0.84509804,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,5,9,7,5,7,6,1,1,0.838542243,0.063579633,0.020760694,disp,myrm,other
410,52,0,1,0,Violaceae,Viola,,Viola ,Aphaenogaster,rudis,North_America,0.301029996,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,1,3,2,5,7,6,1,1,0.871434573,0.050348419,0.011528438,disp,myrm,other
411,52,0,1,0,Papaveraceae,Sanguinaria,canadensis,Sanguinaria canadensis,Formica,subsericea,North_America,0.84509804,0.665111737,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,5,9,7,4.25,5,4.625,1,1,0.813009599,0.069887288,0.025899855,disp,myrm,other
413,52,0,1,0,Violaceae,Viola,,Viola ,Formica,subsericea,North_America,0.301029996,0.665111737,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,1,3,2,4.25,5,4.625,1,1,0.850174084,0.055421111,0.016952418,disp,myrm,other
414,52,0,1,0,Papaveraceae,Sanguinaria,canadensis,Sanguinaria canadensis,Lasius,alienus,North_America,0.84509804,0.243038049,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,5,9,7,1.5,2,1.75,1,1,0.691266112,0.098856262,0.058316191,disp,myrm,other
416,52,0,1,0,Violaceae,Viola,,Viola ,Lasius,alienus,North_America,0.301029996,0.243038049,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,1,3,2,1.5,2,1.75,1,1,0.745039118,0.078902389,0.06914167,disp,myrm,other
417,52,0,1,0,Papaveraceae,Sanguinaria,canadensis,Sanguinaria canadensis,Myrmica,punctiventris,North_America,0.84509804,0.439332694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,5,9,7,2.5,3,2.75,1,1,0.753001647,0.084247107,0.040117352,disp,myrm,other
419,52,0,1,0,Violaceae,Viola,,Viola ,Myrmica,punctiventris,North_America,0.301029996,0.439332694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,1,3,2,2.5,3,2.75,1,1,0.79914629,0.067022734,0.036295429,disp,myrm,other
420,53,0,1,0,Aristolochiaceae,Asarum,canadense,Asarum canadense,Aphaenogaster,rudis,North_America,0.491361694,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,3,3.2,3.1,5,7,6,1,1,0.860632042,0.054650569,0.014171154,disp,myrm,other
425,53,0,1,0,Juncaceae,Luzula,echinata,Luzula echinata,Aphaenogaster,rudis,North_America,0.146128036,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,perennial,graminoid,round,middle,forest,USA,1.2,1.6,1.4,5,7,6,1,1,0.64208943,0.146788762,0.02483599,disp,myrm,other
426,53,0,1,0,Melanthiaceae,Trillium,grandiflorum,Trillium grandiflorum,Aphaenogaster,rudis,North_America,1.146128036,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,12,16,14,5,7,6,1,1,0.817587793,0.07223122,0.028663459,disp,myrm,other
427,53,0,1,0,Papaveraceae,Corydalis,flavula,Corydalis flavula,Aphaenogaster,rudis,North_America,0.301029996,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,annual,forb_herb,sphere,smooth,forest,USA,2,2,2,5,7,6,1,1,0.910421526,0.060387308,0.000302581,disp,myrm,other
430,53,0,1,0,Colchicaceae,Uvularia,perfoliata,Uvularia perfoliata,Crematogaster,cerasi,North_America,0.544068044,0.352182518,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,perennial,forb_herb,sphere,smooth,forest,USA,2.5,4.5,3.5,2,2.5,2.25,1,1,0.876086103,0.040186626,0.066583116,disp,myrm,other
432,53,0,1,0,Colchicaceae,Uvularia,perfoliata,Uvularia perfoliata,Formica,pallidefulva,North_America,0.544068044,0.698970004,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,perennial,forb_herb,sphere,smooth,forest,USA,2.5,4.5,3.5,4.75,5.25,5,1,1,0.924221903,0.01353681,0.026222351,disp,myrm,hd
436,53,0,1,0,Melanthiaceae,Trillium,erectum,Trillium erectum,Formica,subsericea,North_America,1.113943352,0.665111737,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,10,16,13,4.25,5,4.625,1,1,0.792178228,0.078262392,0.031881481,disp,myrm,other
437,53,0,1,0,Colchicaceae,Uvularia,perfoliata,Uvularia perfoliata,Lasius,alienus,North_America,0.544068044,0.243038049,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,perennial,forb_herb,sphere,smooth,forest,USA,2.5,4.5,3.5,1.5,2,1.75,1,1,0.856222826,0.044135676,0.088362058,disp,myrm,other
438,53,0,1,0,Juncaceae,Luzula,echinata,Luzula echinata,Lasius,alienus,North_America,0.146128036,0.243038049,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,perennial,graminoid,round,middle,forest,USA,1.2,1.6,1.4,1.5,2,1.75,1,1,0.436118086,0.217509514,0.168401979,disp,myrm,other
439,53,0,1,0,Colchicaceae,Uvularia,perfoliata,Uvularia perfoliata,Myrmica,punctiventris,North_America,0.544068044,0.439332694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,perennial,forb_herb,sphere,smooth,forest,USA,2.5,4.5,3.5,2.5,3,2.75,1,1,0.890211818,0.037278695,0.052889208,disp,myrm,other
441,53,0,1,0,Melanthiaceae,Trillium,erectum,Trillium erectum,Myrmica,punctiventris,North_America,1.113943352,0.439332694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,10,16,13,2.5,3,2.75,1,1,0.727724014,0.094168827,0.042145551,disp,myrm,other
442,53,0,1,0,Melanthiaceae,Trillium,grandiflorum,Trillium grandiflorum,Myrmica,unknown,North_America,1.146128036,0.511883361,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,12,16,14,2.5,4,3.25,1,1,0.746764019,0.089955458,0.039005413,disp,myrm,other
443,53,0,1,0,Melanthiaceae,Trillium,erectum,Trillium erectum,Nylanderia,parvula,North_America,1.113943352,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,USA,10,16,13,1.8,2.2,2,1,1,0.682578662,0.10529163,0.049922562,disp,myrm,other
448,55,0,1,0,Fabaceae,Acacia,pycnantha,Acacia pycnantha,Anonychomyrma,nitidiceps,Oceania,0.690639012,0.397940009,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,4.25,5.56,4.905,2,3,2.5,1,1,0.586165668,0.092126864,0.20582302,disp,myrm,omni
449,55,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Anonychomyrma,nitidiceps,Oceania,0.574031268,0.397940009,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,2,3,2.5,1,1,0.599938215,0.087787573,0.204292904,disp,myrm,omni
450,55,0,0,1,Fabaceae,Acacia,pycnantha,Acacia pycnantha,Monomorium,sydneyense,Oceania,0.690639012,0.311753861,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,4.25,5.56,4.905,1.9,2.2,2.05,1,1,0.55295649,0.226576524,0.241952841,para,myrm,other
451,55,0,0,1,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Monomorium,sydneyense,Oceania,0.574031268,0.311753861,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,1.9,2.2,2.05,1,1,0.567017863,0.217421076,0.245180769,para,myrm,other
452,55,0,1,0,Fabaceae,Acacia,pycnantha,Acacia pycnantha,Rhytidoponera,metallica,Oceania,0.690639012,0.602059991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,4.25,5.56,4.905,3.75,4.25,4,1,1,0.661297429,0.184217966,0.136627453,disp,myrm,other
453,55,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Rhytidoponera,metallica,Oceania,0.574031268,0.602059991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,3.75,4.25,4,1,1,0.673960355,0.176383789,0.128229952,disp,myrm,other
456,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Anonychomyrma,nitidiceps,Oceania,0.574031268,0.397940009,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,2,3,2.5,1,1,0.599938215,0.087787573,0.204292904,disp,myrm,omni
457,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Anonychomyrma,nitidiceps,Oceania,0.574031268,0.397940009,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,2,3,2.5,1,1,0.599938215,0.087787573,0.204292904,disp,myrm,omni
458,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Anonychomyrma,unknown,Oceania,0.574031268,0.397940009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,2,3,2.5,1,1,0.599938215,0.204560356,0.204292904,disp,myrm,other
459,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Iridomyrmex,splendens,Oceania,0.574031268,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,1.5,2.5,2,1,1,0.562873638,0.219061476,0.250636949,disp,myrm,other
460,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Pheidole,ampla,Oceania,0.574031268,0.021189299,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,0.9,1.2,1.05,1,1,0.370480701,0.363574838,0.54207723,disp,myrm,plant
461,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Pheidole,ampla,Oceania,0.574031268,0.021189299,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,0.9,1.2,1.05,1,1,0.370480701,0.363574838,0.54207723,disp,myrm,plant
462,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Pheidole,unknown,Oceania,0.574031268,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,1.5,2.5,2,1,1,0.562873638,0.219061476,0.250636949,disp,myrm,other
463,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Pheidole,unknown,Oceania,0.574031268,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,1.5,2.5,2,1,1,0.562873638,0.219061476,0.250636949,disp,myrm,other
464,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Rhytidoponera,metallica,Oceania,0.574031268,0.602059991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,3.75,4.25,4,1,1,0.673960355,0.176383789,0.128229952,disp,myrm,other
465,56,0,1,0,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,Rhytidoponera,metallica,Oceania,0.574031268,0.602059991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3.5,4,3.75,3.75,4.25,4,1,1,0.673960355,0.176383789,0.128229952,disp,myrm,other
479,61,0,1,0,Papaveraceae,Dendromecon,rigida,Dendromecon rigida,Formica,altipetens,North_America,0.352182518,0.653212514,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,perennial,shrub_tree,sphere,smooth,forest,USA,2,2.5,2.25,4,5,4.5,1,1,0.76599178,0.047194609,0.064077483,disp,myrm,other
480,61,0,1,0,Papaveraceae,Dendromecon,rigida,Dendromecon rigida,Formica,fusca,North_America,0.352182518,0.588271707,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,perennial,shrub_tree,sphere,smooth,forest,USA,2,2.5,2.25,3.5,4.25,3.875,1,1,0.747194783,0.022943918,0.078301592,disp,myrm,hd
481,61,0,1,0,Papaveraceae,Dendromecon,rigida,Dendromecon rigida,Liometopum,occidentale,North_America,0.352182518,0.528273777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,perennial,shrub_tree,sphere,smooth,forest,USA,2,2.5,2.25,3.25,3.5,3.375,1,1,0.728963442,0.052495061,0.093953972,disp,myrm,other
482,61,0,0,1,Papaveraceae,Dendromecon,rigida,Dendromecon rigida,Monomorium,minimum,North_America,0.352182518,0.021189299,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,perennial,shrub_tree,sphere,smooth,forest,USA,2,2.5,2.25,0.9,1.2,1.05,1,1,0.547868965,0.080285836,0.358630793,para,myrm,other
483,62,0,1,0,Dilleniaceae,Hibbertia,obtusifolia,Hibbertia obtusifolia,Aphaenogaster,longiceps,Oceania,0.176091259,0.77815125,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Australia,1,2,1.5,5,7,6,1,1,0.760506842,0.137299176,0.039567866,disp,myrm,other
484,62,0,1,0,Elaeocarpaceae,Tetratheca,,Tetratheca ,Aphaenogaster,longiceps,Oceania,0.439332694,0.77815125,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,perennial,forb_herb,round,appendage,shrubland,Australia,2.5,3,2.75,5,7,6,1,1,0.82409925,0.067789885,0.020807958,disp,myrm,other
486,62,0,1,0,Fabaceae,Hovea,rosmarinifolia,Hovea rosmarinifolia,Anonychomyrma,nitidiceps,Oceania,0.954242509,0.352182518,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,perennial,shrub_tree,sphere,smooth,shrubland,Australia,8,10,9,2,2.5,2.25,1,0,0.587780343,0.138155267,0.221246571,disp,myrm,other
490,62,0,1,0,Dilleniaceae,Hibbertia,obtusifolia,Hibbertia obtusifolia,Iridomyrmex,unknown,Oceania,0.176091259,0.544068044,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Australia,1,2,1.5,2,5,3.5,1,1,0.687273532,0.009453522,0.091025275,disp,myrm,omni
491,62,0,1,0,Dilleniaceae,Hibbertia,obtusifolia,Hibbertia obtusifolia,Iridomyrmex,unknown,Oceania,0.176091259,0.544068044,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Australia,1,2,1.5,2,5,3.5,1,1,0.687273532,0.009453522,0.091025275,disp,myrm,omni
492,62,0,1,0,Dilleniaceae,Hibbertia,obtusifolia,Hibbertia obtusifolia,Iridomyrmex,unknown,Oceania,0.176091259,0.544068044,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Australia,1,2,1.5,2,5,3.5,1,0,0.687273532,0.009453522,0.091025275,disp,myrm,omni
493,62,0,1,0,Elaeocarpaceae,Tetratheca,,Tetratheca ,Iridomyrmex,unknown,Oceania,0.439332694,0.544068044,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,perennial,forb_herb,round,appendage,shrubland,Australia,2.5,3,2.75,2,5,3.5,1,1,0.76428445,0.004341826,0.04195956,disp,myrm,omni
494,62,0,1,0,Elaeocarpaceae,Tetratheca,,Tetratheca ,Iridomyrmex,unknown,Oceania,0.439332694,0.544068044,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,perennial,forb_herb,round,appendage,shrubland,Australia,2.5,3,2.75,2,5,3.5,1,0,0.76428445,0.004341826,0.04195956,disp,myrm,omni
498,62,0,1,0,Fabaceae,Bossiaea,buxifolia,Bossiaea buxifolia,Iridomyrmex,unknown,Oceania,0.511883361,0.544068044,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,shrubland,Australia,2,4.5,3.25,2,5,3.5,1,1,0.757827595,0.004486774,0.043357112,disp,myrm,omni
499,62,0,1,0,Fabaceae,Dillwynia,juniperina,Dillwynia juniperina,Iridomyrmex,unknown,Oceania,0.301029996,0.544068044,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,both,forb_herb,round,smooth,shrubland,Australia,2,2,2,2,5,3.5,1,0,0.776260077,0.004078304,0.000751777,disp,myrm,omni
500,62,0,1,0,Fabaceae,Dillwynia,juniperina,Dillwynia juniperina,Iridomyrmex,unknown,Oceania,0.301029996,0.544068044,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,both,forb_herb,round,smooth,shrubland,Australia,2,2,2,2,5,3.5,1,0,0.776260077,0.004078304,0.000751777,disp,myrm,omni
503,62,0,1,0,Fabaceae,Pultenaea,boormanii,Pultenaea boormanii,Melophorus,unknown,Oceania,0.243038049,0.327358934,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Australia,1.5,2,1.75,1.75,2.5,2.125,1,0,0.602022413,0.197293604,0.184495978,disp,myrm,other
504,62,0,1,0,Fabaceae,Dillwynia,retorta,Dillwynia retorta,Monomorium,rothsteini,Oceania,0.397940009,0.301029996,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,both,forb_herb,round,smooth,shrubland,Australia,2,3,2.5,1.75,2.25,2,1,0,0.693054014,0.09866157,0.001711291,disp,myrm,other
505,62,0,0,1,Fabaceae,Acacia,rubida,Acacia rubida,Monomorium,unknown,Oceania,0.698970004,0.273001272,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Australia,4.8,5.2,5,1.5,2.25,1.875,1,0,0.526297049,0.24098741,0.196948081,para,myrm,other
506,62,0,0,1,Fabaceae,Dillwynia,retorta,Dillwynia retorta,Monomorium,unknown,Oceania,0.397940009,0.273001272,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,both,forb_herb,round,smooth,shrubland,Australia,2,3,2.5,1.5,2.25,1.875,1,0,0.683599987,0.100918973,0.001871592,para,myrm,other
507,62,0,1,0,Fabaceae,Hovea,rosmarinifolia,Hovea rosmarinifolia,Pheidole,unknown,Oceania,0.954242509,0.301029996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,perennial,shrub_tree,sphere,smooth,shrubland,Australia,8,10,9,1.5,2.5,2,1,0,0.568164963,0.143707201,0.236692923,disp,myrm,other
508,62,0,1,0,Elaeocarpaceae,Tetratheca,,Tetratheca ,Rhytidoponera,tasmaniensis,Oceania,0.439332694,0.62838893,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,perennial,forb_herb,round,appendage,shrubland,Australia,2.5,3,2.75,4,4.5,4.25,1,0,0.787328155,0.076783721,0.032650612,disp,myrm,other
510,62,0,1,0,Fabaceae,Acacia,linifolia,Acacia linifolia,Rhytidoponera,tasmaniensis,Oceania,0.698970004,0.62838893,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Australia,5,5,5,4,4.5,4.25,1,0,0.660174774,0.187565341,0.094797024,disp,myrm,other
511,62,0,1,0,Fabaceae,Dillwynia,juniperina,Dillwynia juniperina,Rhytidoponera,tasmaniensis,Oceania,0.301029996,0.62838893,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,both,forb_herb,round,smooth,shrubland,Australia,2,2,2,4,4.5,4.25,1,0,0.798441787,0.072443336,0.000561659,disp,myrm,other
512,62,0,1,0,Fabaceae,Dillwynia,juniperina,Dillwynia juniperina,Rhytidoponera,tasmaniensis,Oceania,0.301029996,0.62838893,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,both,forb_herb,round,smooth,shrubland,Australia,2,2,2,4,4.5,4.25,1,0,0.798441787,0.072443336,0.000561659,disp,myrm,other
