Code,Target_species,sp,Target_Genus,Target_Family,Habitat,Dispersal.Phase,hoarder_Species,hoarder_Family,mode,Disperser_group,Location,Source,
568,Crassula_tillaea,Crassula tillaea,Crassula,Crassulaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
569,Crepis_capillaris,Crepis capillaris,Crepis,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
570,Crepis_foetida,Crepis foetida,Crepis,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
571,Crepis_pulchra,Crepis pulchra,Crepis,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
572,Crepis_sancta,Crepis sancta,Crepis,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
573,Crepis_tectorum,Crepis tectorum,Crepis,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
574,Crepis_vesicaria,Crepis vesicaria,Crepis,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
577,Crotalaria_linifolia,Crotalaria linifolia,Crotalaria,Fabaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
578,Crotalaria_podocarpa,Crotalaria podocarpa,Crotalaria,Fabaceae,Arid,Secondary,,Formicidae,ant,Insect,Namibia,Fischer et al. (2015),
579,Crotolaria_montana,Crotolaria montana,Crotolaria,Fabaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
594,Cuscuta_campestris,Cuscuta campestris,Cuscuta,Convolvulaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
595,Cutandia_memphitica,Cutandia memphitica,Cutandia,Poaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
597,Cyclamen_balearicum,Cyclamen balearicum,Cyclamen,Primulaceae,Temperate,Primary,Crematogaster_scutellaris,Formicidae,ant,Insect,France,Affre et al. (1995),
598,Cynodon_convergens,Cynodon convergens,Cynodon,Poaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
599,Cynodon_dactylon,Cynodon dactylon,Cynodon,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
601,Cynosurus_echinatus,Cynosurus echinatus,Cynosurus,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
602,Cyperus_compressus,Cyperus compressus,Cyperus,Cyperaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
603,Cyperus_sp.,Cyperus sp.,Cyperus,Cyperaceae,Temperate,Primary,Pheidole bicarinata,Formicidae,ant,Insect,USA,Ballard & Pruess (1979),
605,Dactylis_glomerata,Dactylis glomerata,Dactylis,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
606,Dactyloctenium_aegyptium,Dactyloctenium aegyptium,Dactyloctenium,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
609,Daucus_carota,Daucus carota,Daucus,Apiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
610,Daucus_maximus,Daucus maximus,Daucus,Apiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
613,Deschampsia_flexuosa,Deschampsia flexuosa,Deschampsia,Poaceae,Temperate,Secondary,"Lasius_flavus, Formica, Tetramorium_caespitum",Formicidae,ant,Insect,Slovakia,Dostal (2005),
615,Desmodium_sp._A,Desmodium sp. A,Desmodium,Fabaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
616,Desmodium_sp._B,Desmodium sp. B,Desmodium,Fabaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
618,Dianthus_deltoides,Dianthus deltoides,Dianthus,Caryophyllaceae,Temperate,Secondary,"Lasius_flavus, Formica, Tetramorium_caespitum",Formicidae,ant,Insect,Slovakia,Dostal (2005),
620,Dichanthium_annulatum,Dichanthium annulatum,Dichanthium,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
624,Digitaria_californica,Digitaria californica,Digitaria,Poaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
625,Digitaria_ciliaris,Digitaria ciliaris,Digitaria,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
626,Digitaria_gibbosa,Digitaria gibbosa,Digitaria,Poaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
627,Digitaria_sanguinalis,Digitaria sanguinalis,Digitaria,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
628,Digitaria_violascens,Digitaria violascens,Digitaria,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
633,Diplotaxis_tenuifolia,Diplotaxis tenuifolia,Diplotaxis,Brassicaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
647,Dorycnium_pentaphyllum,Dorycnium pentaphyllum,Dorycnium,Fabaceae,Mediterranean,Primary,Messor capitatus-M. bouvieri-M. barbarus,Formicidae,ant,Insect,Spain,Arnan et al. (2011),
648,Dorycnium_pentaphyllum,Dorycnium pentaphyllum,Dorycnium,Fabaceae,Arid,Primary,Messor capitatus-M. bouvieri-M. barbarus,Formicidae,ant,Insect,Spain,Arnan et al. (2011),
651,Draba_verna,Draba verna,Draba,Brassicaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
660,Echinochloa_colona,Echinochloa colona,Echinochloa,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
680,Eleusine_indica,Eleusine indica,Eleusine,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
685,Emex_spinosa,Emex spinosa,Emex,Polygonaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
704,Eragrostis_amabilis,Eragrostis amabilis,Eragrostis,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
706,Eragrostis_cumingii,Eragrostis cumingii,Eragrostis,Poaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
707,Eremochloa_ophiuroides,Eremochloa ophiuroides,Eremochloa,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
708,Eriachne_obtusa,Eriachne obtusa,Eriachne,Poaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
709,Erigeron_sp.,Erigeron sp.,Erigeron,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
710,Erodium_ciconium,Erodium ciconium,Erodium,Geraniaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
711,Erodium_cicutarium,Erodium cicutarium,Erodium,Geraniaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
712,Erodium_cicutarium,Erodium cicutarium,Erodium,Geraniaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
713,Erodium_crassifolium,Erodium crassifolium,Erodium,Geraniaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
714,Erodium_laciniatum,Erodium laciniatum,Erodium,Geraniaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
715,Erodium_paularense,Erodium paularense,Erodium,Geraniaceae,Mediterranean,Primary,Messor_capitatus,Formicidae,ant,Insect,Spain,Albert et al. (2005),
716,Erodium_touchyanum,Erodium touchyanum,Erodium,Geraniaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
717,Erucaria_pinnata,Erucaria pinnata,Erucaria,Brassicaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
718,Eryngium_campestre,Eryngium campestre,Eryngium,Apiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
722,Erythroxylum_ambiguum,Erythroxylum ambiguum,Erythroxylum,Erythroxylaceae,Tropical,Secondary,Atta_sexdens,Formicidae,ant,Insect,Brazil,Camargo et al. (2016),
723,Erythroxylum_ambiguum,Erythroxylum ambiguum,Erythroxylum,Erythroxylaceae,Tropical,Secondary,Pachycondila_striata; Ectatomma_edentatum; Gnamptogenys_striatula;Odontomachus_meinerti,Formicidae,ant,Insect,Brazil,Camargo et al. (2016),
724,Erythroxylum_pelleterianum,Erythroxylum pelleterianum,Erythroxylum,Erythroxylaceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Christianini et al. (2007),
726,Eucalyptus_regnans,Eucalyptus regnans,Eucalyptus,Myrtaceae,Arid,Primary,Prosalius_pallidus; Prosalius_brunneus,Formicidae,ant,Insect,Australia,Ashton (1979),
727,Eucalyptus_tetrodonta,Eucalyptus tetrodonta,Eucalyptus,Myrtaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
738,Euphorbia_cyparissias,Euphorbia cyparissias,Euphorbia,Euphorbiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
739,Euphorbia_exigua,Euphorbia exigua,Euphorbia,Euphorbiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
740,Euphorbia_falcata,Euphorbia falcata,Euphorbia,Euphorbiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
741,Euphorbia_maculata,Euphorbia maculata,Euphorbia,Euphorbiaceae,Temperate,Secondary,Pheidole_noda,Formicidae,ant,Insect,Japan,Ohnishi et al. (2013),
742,Euphorbia_maculata,Euphorbia maculata,Euphorbia,Euphorbiaceae,Temperate,Secondary,Tetramorium_tsushimae,Formicidae,ant,Insect,Japan,Ohnishi et al. (2013),
743,Euphorbia_maculata,Euphorbia maculata,Euphorbia,Euphorbiaceae,Temperate,Primary,Pachycondila_chinensis,Formicidae,ant,Insect,Japan,Ohnishi et al. (2008),
744,Euphorbia_maculata,Euphorbia maculata,Euphorbia,Euphorbiaceae,Temperate,Primary,Pheidole_noda,Formicidae,ant,Insect,Japan,Ohnishi et al. (2008),
745,Euphorbia_maculata,Euphorbia maculata,Euphorbia,Euphorbiaceae,Temperate,Primary,Tetramorium_tsushimae,Formicidae,ant,Insect,Japan,Ohnishi et al. (2008),
746,Euphorbia_schultsii,Euphorbia schultsii,Euphorbia,Euphorbiaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
771,Fallopia_sp.,Fallopia sp.,Fallopia,Polygonaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
772,Farsetia_parviflora,Farsetia parviflora,Farsetia,Brassicaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
773,Felicia_filifolia,Felicia filifolia,Felicia,Asteraceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,South Africa,Milton & Dean (1993),
774,Festuca_arenaria,Festuca arenaria,Festuca,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
776,Festuca_gigantea,Festuca gigantea,Festuca,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
780,Festuca_pratensis,Festuca pratensis,Festuca,Poaceae,Temperate,Secondary,"Lasius_flavus, Formica, Tetramorium_caespitum",Formicidae,ant,Insect,Slovakia,Dostal (2005),
781,Festuca_rubra,Festuca rubra,Festuca,Poaceae,Temperate,Secondary,"Lasius_flavus, Formica, Tetramorium_caespitum",Formicidae,ant,Insect,Slovakia,Dostal (2005),
782,Festuca_rubra,Festuca rubra,Festuca,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
784,Ficus_benjamina,Ficus benjamina,Ficus,Moraceae,Tropical,Secondary,Monomorium_pharaonis,Formicidae,ant,Insect,China,Zhang & Chen (2008),
785,Ficus_benjamina,Ficus benjamina,Ficus,Moraceae,Tropical,Secondary,Odontoponera_transversa,Formicidae,ant,Insect,China,Zhang & Chen (2008),
786,Ficus_benjamina,Ficus benjamina,Ficus,Moraceae,Tropical,Secondary,Paratrechina_bourbonica,Formicidae,ant,Insect,China,Zhang & Chen (2008),
787,Ficus_benjamina,Ficus benjamina,Ficus,Moraceae,Tropical,Secondary,Pheidole_rhombinoda,Formicidae,ant,Insect,China,Zhang & Chen (2008),
792,Ficus_hondurensis,Ficus hondurensis,Ficus,Moraceae,Tropical,Secondary,Atta_cephalotes,Formicidae,ant,Insect,Costa Rica,Roberts & Heithaus (1986),
793,Ficus_hondurensis,Ficus hondurensis,Ficus,Moraceae,Tropical,Secondary,Cyphomyrmex_rimosus,Formicidae,ant,Insect,Costa Rica,Roberts & Heithaus (1986),
794,Ficus_hondurensis,Ficus hondurensis,Ficus,Moraceae,Tropical,Secondary,Odontomachus_bauri,Formicidae,ant,Insect,Costa Rica,Roberts & Heithaus (1986),
795,Ficus_hondurensis,Ficus hondurensis,Ficus,Moraceae,Tropical,Secondary,Pheidola_fallax,Formicidae,ant,Insect,Costa Rica,Roberts & Heithaus (1986),
796,Ficus_hondurensis,Ficus hondurensis,Ficus,Moraceae,Tropical,Secondary,Pheidole_radoszokowskii,Formicidae,ant,Insect,Costa Rica,Roberts & Heithaus (1986),
797,Ficus_insipida,Ficus insipida,Ficus,Moraceae,Tropical,Secondary,,Formicidae,ant,Insect,Panama,Ruzi et al. (2017),
798,Ficus_perforata,Ficus perforata,Ficus,Moraceae,Tropical,Secondary,Pheidole sp.,Formicidae,ant,Insect,Mexico,Martínez-Mota et al. (2004),
800,Ficus_pumila,Ficus pumila,Ficus,Moraceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
802,Filago_desertorum,Filago desertorum,Filago,Asteraceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
803,Filago_gallica,Filago gallica,Filago,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
804,Filago_minima,Filago minima,Filago,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
805,Filago_pygmaea,Filago pygmaea,Filago,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
806,Filago_pyramidata,Filago pyramidata,Filago,Asteraceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
807,Filago_vulgaris,Filago vulgaris,Filago,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
808,Flueggea_virosa,Flueggea virosa,Flueggea,Euphorbiaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
811,Fumana_ericoides,Fumana ericoides,Fumana,Cistaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,Spain,Arnan et al. (2011),
812,Gagea_reticulata,Gagea reticulata,Gagea,Liliaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
813,Galactia_tenuifolia,Galactia tenuifolia,Galactia,Fabaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
814,Galega_officinalis,Galega officinalis,Galega,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
815,Galenia_fruticosa,Galenia fruticosa,Galenia,Aizoaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,South Africa,Milton & Dean (1993),
816,Galium_aparine,Galium aparine,Galium,Rubiaceae,Temperate,Primary,Formica_polyctena,Formicidae,ant,Insect,Ukranie,Gorb et al. (1997),
818,Galium_murale,Galium murale,Galium,Rubiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
819,Galium_parisiense,Galium parisiense,Galium,Rubiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
826,Gaudinia_fragilis,Gaudinia fragilis,Gaudinia,Poaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
827,Gaudinia_fragilis,Gaudinia fragilis,Gaudinia,Poaceae,Mediterranean,Secondary,Messor_barbarus,Formicidae,ant,Insect,France,Detrain & Tasse (2000),
832,Geranium_molle,Geranium molle,Geranium,Geraniaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
841,Gomphrena_canescens,Gomphrena canescens,Gomphrena,Amaranthaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
856,Guazuma_ulmifolia,Guazuma ulmifolia,Guazuma,Malvaceae,Tropical,Secondary,,Formicidae,ant,Insect,Panama,Ruzi et al. (2017),
867,Hamelia_patens,Hamelia patens,Hamelia,Rubiaceae,Tropical,Secondary,Pheidole_nebulosa,Formicidae,ant,Insect,Costa Rica,Byrne & Levey (1993),
870,Hedypnois_cretica,Hedypnois cretica,Hedypnois,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
872,Helianthemum_lippi,Helianthemum lippi,Helianthemum,Cistaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
873,Helianthemum_polygonoides,Helianthemum polygonoides,Helianthemum,Cistaceae,Mediterranean,Primary,Aphaenogaster_dulcineae,Formicidae,ant,Insect,Spain,Martínez-Duro et al. (2010),
874,Helianthemum_polygonoides,Helianthemum polygonoides,Helianthemum,Cistaceae,Arid,Primary,Aphaenogaster_dulcineae,Formicidae,ant,Insect,Spain,Martínez-Duro et al. (2010),
875,Helianthus_annuus,Helianthus annuus,Helianthus,Asteraceae,Arid,Secondary,Pheidoles ceres,Formicidae,ant,Insect,USA,judd (2006),
876,Helianthus_sp.,Helianthus sp.,Helianthus,Asteraceae,Temperate,Primary,Pheidole bicarinata,Formicidae,ant,Insect,USA,Ballard & Pruess (1979),
877,Helictotrichon_sp.,Helictotrichon sp.,Helictotrichon,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
878,Henriettea_tuberculosa,Henriettea tuberculosa,Henriettea,Melastomataceae,Tropical,Secondary,Pheidole_nebulosa; Pheidole_nigricula,Formicidae,ant,Insect,Costa Rica,Levey & Byrne (1993),
883,Hieracium_caespitosum,Hieracium caespitosum,Hieracium,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
884,Hieracium_pilosella,Hieracium pilosella,Hieracium,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
885,Hieronyma_alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,Tropical,Secondary,,Formicidae,ant,Insect,Panama,Ruzi et al. (2017),
886,Hippocrepis_areolata,Hippocrepis areolata,Hippocrepis,Fabaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
888,Holcus_lanatus,Holcus lanatus,Holcus,Poaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
889,Holcus_lanatus,Holcus lanatus,Holcus,Poaceae,Mediterranean,Secondary,Messor_barbarus,Formicidae,ant,Insect,France,Detrain & Tasse (2000),
890,Holcus_lanatus,Holcus lanatus,Holcus,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
891,Holcus_mollis,Holcus mollis,Holcus,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
892,Hordeum_jubatum,Hordeum jubatum,Hordeum,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
893,Hordeum_leporinum,Hordeum leporinum,Hordeum,Poaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
894,Hordeum_marinum,Hordeum marinum,Hordeum,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
895,Hordeum_murinum,Hordeum murinum,Hordeum,Poaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
896,Hordeum_murinum,Hordeum murinum,Hordeum,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
897,Hornungia_petraea,Hornungia petraea,Hornungia,Brassicaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
901,Hovenia_dulcis,Hovenia dulcis,Hovenia,Rhamnaceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Müller de Lima et al. (2015),
907,Hypericum_pendulum,Hypericum pendulum,Hypericum,Clusiaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
908,Hypochaeris_glabra,Hypochaeris glabra,Hypochaeris,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
909,Hypochaeris_glabra,Hypochaeris glabra,Hypochaeris,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
910,Ifloga_spicata,Ifloga spicata,Ifloga,Asteraceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
916,Indigofera_hirsuta,Indigofera hirsuta,Indigofera,Fabaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
917,Indigofera_linifolia,Indigofera linifolia,Indigofera,Fabaceae,Tropical,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
918,Indigofera_linifolia,Indigofera linifolia,Indigofera,Fabaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
919,Indigofera_parriflora,Indigofera parriflora,Indigofera,Fabaceae,Tropical,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
924,Inula_sp.,Inula sp.,Inula,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
929,Jacaranda_copaia,Jacaranda copaia,Jacaranda,Bignoniaceae,Tropical,Secondary,,Formicidae,ant,Insect,Panama,Ruzi et al. (2017),
932,Jacquemontia_browniana,Jacquemontia browniana,Jacquemontia,Convolvulaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
965,Juncus_bufonius,Juncus bufonius,Juncus,Juncaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
966,Juncus_bulbosus,Juncus bulbosus,Juncus,Juncaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
967,Juncus_capitatus,Juncus capitatus,Juncus,Juncaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
968,Juncus_capitatus,Juncus capitatus,Juncus,Juncaceae,Mediterranean,Secondary,Messor_barbarus,Formicidae,ant,Insect,France,Detrain & Tasse (2000),
969,Junellia_aspera,Junellia aspera,Junellia,Verbenaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
980,Koelpinia_linearis,Koelpinia linearis,Koelpinia,Asteraceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
981,Koelreuteria_henryi,Koelreuteria henryi,Koelreuteria,Sapindaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
982,Kyllinga_brevifolia,Kyllinga brevifolia,Kyllinga,Cyperaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
985,Lappula_redowskii,Lappula redowskii,Lappula,Boraginaceae,Arid,Primary,Pogonomyrmex_occidentalis,Formicidae,ant,Insect,Australia,Mull (2003),
986,Lappula_redowskii,Lappula redowskii,Lappula,Boraginaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
989,Larrea_sp.,Larrea sp.,Larrea,Zygophyllaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
990,Lathyrus_sp.,Lathyrus sp.,Lathyrus,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
991,Launaea_capitata,Launaea capitata,Launaea,Asteraceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
992,Launaea_mucronata,Launaea mucronata,Launaea,Asteraceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
994,Lavandula_stoechas,Lavandula stoechas,Lavandula,Lamiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Spain,Sánchez et al. (2006),
999,Leontodon_sp.,Leontodon sp.,Leontodon,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1001,Lepidium_papilliferum,Lepidium papilliferum,Lepidium,Brassicaceae,Arid,Secondary,Pogonomyrmex_salinus,Formicidae,ant,Insect,USA,White (2009),
1002,Lepidium_papilliferum,Lepidium papilliferum,Lepidium,Brassicaceae,Arid,Secondary,Pogonomyrmex_salinus,Formicidae,ant,Insect,USA,White & Robertson (2009),
1003,Lepidium_virginicum,Lepidium virginicum,Lepidium,Brassicaceae,Temperate,Primary,Pheidole bicarinata,Formicidae,ant,Insect,USA,Ballard & Pruess (1979),
1032,Limonium_barceloi,Limonium barceloi,Limonium,Plumbaginaceae,Mediterranean,Primary,Messor_bouvieri,Formicidae,ant,Insect,Spain,Khan et al. (2012),
