Code,Target_species,sp,Target_Genus,Target_Family,Habitat,Dispersal.Phase,hoarder_Species,hoarder_Family,mode,Disperser_group,Location,Source,
1033,Linaria_arvensis,Linaria arvensis,Linaria,Plantaginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1034,Linum_strictum,Linum strictum,Linum,Linaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1035,Linum_sulcatum,Linum sulcatum,Linum,Linaceae,Temperate,Primary,Pheidole bicarinata,Formicidae,ant,Insect,USA,Ballard & Pruess (1979),
1036,Linum_trigynum,Linum trigynum,Linum,Linaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1055,Lithospermum_sp.,Lithospermum sp.,Lithospermum,Boraginaceae,Temperate,Primary,Pheidole bicarinata,Formicidae,ant,Insect,USA,Ballard & Pruess (1979),
1063,Lobularia_maritima,Lobularia maritima,Lobularia,Brassicaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1064,Lobularia_maritima,Lobularia maritima,Lobularia,Brassicaceae,Mediterranean,Secondary,Messor_bouvieri,Formicidae,ant,Insect,Spain,Retana et al. (2004),
1065,Lolium_multiflorum,Lolium multiflorum,Lolium,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1067,Lolium_perenne,Lolium perenne,Lolium,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1068,Lolium_rigidum,Lolium rigidum,Lolium,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1069,Lolium_rigidum,Lolium rigidum,Lolium,Poaceae,Mediterranean,Secondary,Iridomyrmex_greenslandei,Formicidae,ant,Insect,Australia,Minkey & Spafford (2016),
1070,Lolium_rigidum,Lolium rigidum,Lolium,Poaceae,Mediterranean,Secondary,Melophorus_turneri,Formicidae,ant,Insect,Australia,Minkey & Spafford (2016),
1071,Lolium_rigidum,Lolium rigidum,Lolium,Poaceae,Mediterranean,Secondary,Pheidole_hartmeyeri,Formicidae,ant,Insect,Australia,Minkey & Spafford (2016),
1072,Lolium_rigidum,Lolium rigidum,Lolium,Poaceae,Mediterranean,Secondary,Rhytidoponera_metallica,Formicidae,ant,Insect,Australia,Minkey & Spafford (2016),
1073,Lolium_rigidum,Lolium rigidum,Lolium,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1075,Lotus_corniculatus,Lotus corniculatus,Lotus,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1076,Lotus_halophilus,Lotus halophilus,Lotus,Fabaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1078,Lotus_Tetragonolobus_maritimus,Lotus Tetragonolobus maritimus,Lotus,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1079,Luehea_seemannii,Luehea seemannii,Luehea,Malvaceae,Tropical,Secondary,,Formicidae,ant,Insect,Panama,Ruzi et al. (2017),
1081,Lycium_sp.,Lycium sp.,Lycium,Solanaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
1083,Lysimachia_linum-stellatum,Lysimachia linum-stellatum,Lysimachia,Primulaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1096,Malcolmia_grandiflora,Malcolmia grandiflora,Malcolmia,Brassicaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1098,Malva_aegyptia,Malva aegyptia,Malva,Malvaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
1099,Malvastrum_coromandelianum,Malvastrum coromandelianum,Malvastrum,Malvaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1115,Medicago_arabica,Medicago arabica,Medicago,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1116,Medicago_laciniata,Medicago laciniata,Medicago,Fabaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1117,Medicago_minima,Medicago minima,Medicago,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1118,Medicago_monspeliaca,Medicago monspeliaca,Medicago,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1119,Medicago_polymorpha,Medicago polymorpha,Medicago,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1121,Medicago_truncatula,Medicago truncatula,Medicago,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1126,Mesembryanthemum_sp.,Mesembryanthemum sp.,Mesembryanthemum,Aizoaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,South Africa,Milton & Dean (1993),
1127,Miconia_affinis,Miconia affinis,Miconia,Melastomataceae,Tropical,Secondary,Pheidole_nebulosa,Formicidae,ant,Insect,Costa Rica,Byrne & Levey (1993),
1128,Miconia_affinis,Miconia affinis,Miconia,Melastomataceae,Tropical,Secondary,Pheidole spp. Acromyrmex_ sp.,Formicidae,ant,Insect,Costa Rica,Kaspari (1993),
1129,Miconia_affinis,Miconia affinis,Miconia,Melastomataceae,Tropical,Secondary,Pheidole_nebulosa; Pheidole_nigricula,Formicidae,ant,Insect,Costa Rica,Levey & Byrne (1993),
1130,Miconia_albicans,Miconia albicans,Miconia,Melastomataceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Christianini et al. (2007),
1131,Miconia_albicans,Miconia albicans,Miconia,Melastomataceae,Tropical,Primary,,Formicidae,ant,Insect,Brazil,Lima et al. (2013),
1132,Miconia_alborufescens,Miconia alborufescens,Miconia,Melastomataceae,Tropical,Primary,,Formicidae,ant,Insect,Brazil,Lima et al. (2013),
1133,Miconia_argentea,Miconia argentea,Miconia,Melastomataceae,Tropical,Secondary,Atta_colombica,Formicidae,ant,Insect,Brazil,Dalling & Wirth (1998),
1134,Miconia_argentea,Miconia argentea,Miconia,Melastomataceae,Tropical,Secondary,Pheidole spp.,Formicidae,ant,Insect,Brazil,Dalling et al. (1998),
1135,Miconia_centrodesma,Miconia centrodesma,Miconia,Melastomataceae,Tropical,Secondary,Pheidole_nigricula; P. Nebulosa,Formicidae,ant,Insect,Costa Rica,Byrne & Levey (1993),
1136,Miconia_centrodesma,Miconia centrodesma,Miconia,Melastomataceae,Tropical,Secondary,Pheidole_nebulosa; Pheidole_nigricula,Formicidae,ant,Insect,Costa Rica,Levey & Byrne (1993),
1137,Miconia_corallina,Miconia corallina,Miconia,Melastomataceae,Tropical,Primary,,Formicidae,ant,Insect,Brazil,Lima et al. (2013),
1138,Miconia_fallax,Miconia fallax,Miconia,Melastomataceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Christianini et al. (2007),
1139,Miconia_ferruginata,Miconia ferruginata,Miconia,Melastomataceae,Tropical,Primary,,Formicidae,ant,Insect,Brazil,Lima et al. (2013),
1140,Miconia_ibaguensis,Miconia ibaguensis,Miconia,Melastomataceae,Tropical,Primary,,Formicidae,ant,Insect,Brazil,Lima et al. (2013),
1141,Miconia_irwinii,Miconia irwinii,Miconia,Melastomataceae,Tropical,Primary,,Formicidae,ant,Insect,Brazil,Lima et al. (2013),
1142,Miconia_nervosa,Miconia nervosa,Miconia,Melastomataceae,Tropical,Secondary,Pheidole_nebulosa,Formicidae,ant,Insect,Costa Rica,Byrne & Levey (1993),
1143,Miconia_nervosa,Miconia nervosa,Miconia,Melastomataceae,Tropical,Secondary,Pheidole_nebulosa; Pheidole_nigricula,Formicidae,ant,Insect,Costa Rica,Levey & Byrne (1993),
1144,Miconia_rubiginosa,Miconia rubiginosa,Miconia,Melastomataceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Christianini et al. (2007),
1145,Miconia_simplex,Miconia simplex,Miconia,Melastomataceae,Tropical,Secondary,Pheidole_nebulosa; Pheidole_nigricula,Formicidae,ant,Insect,Costa Rica,Levey & Byrne (1993),
1149,Mnesithea_formosa,Mnesithea formosa,Mnesithea,Poaceae,Tropical,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
1150,Mnesithea_formosa,Mnesithea formosa,Mnesithea,Poaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
1151,Moricandia_nitens,Moricandia nitens,Moricandia,Brassicaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
1162,Myrcia_lingu,Myrcia lingu,Myrcia,Myrtaceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Christianini et al. (2007),
1166,Myrica_sp.,Myrica sp.,Myrica,Myricaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1176,Nardus_incurva,Nardus incurva,Nardus,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1177,Neatostema_apulum,Neatostema apulum,Neatostema,Boraginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1186,Neurada_procumbens,Neurada procumbens,Neurada,Neuradaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1193,Ochroma_pyramidale,Ochroma pyramidale,Ochroma,Malvaceae,Tropical,Secondary,,Formicidae,ant,Insect,Panama,Ruzi et al. (2017),
1204,Ocotea_pulchella,Ocotea pulchella,Ocotea,Lauraceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Christianini et al. (2007),
1224,Ononis_serrata,Ononis serrata,Ononis,Fabaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1225,Ononis_sicula,Ononis sicula,Ononis,Fabaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
1227,Opuntia_robusta,Opuntia robusta,Opuntia,Cactaceae,Arid,Secondary,,Formicidae,ant,Insect,Mexico,Gónzalez-Espinosa & Quintana-Ascencio (1986),
1228,Opuntia_streptacantha,Opuntia streptacantha,Opuntia,Cactaceae,Arid,Secondary,,Formicidae,ant,Insect,Mexico,Gónzalez-Espinosa & Quintana-Ascencio (1986),
1230,Ornithopus_compressus,Ornithopus compressus,Ornithopus,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1231,Ornithopus_perpusillus,Ornithopus perpusillus,Ornithopus,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1232,Ornithopus_sativus,Ornithopus sativus,Ornithopus,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1234,Oryzopsis_hymenoides,Oryzopsis hymenoides,Oryzopsis,Poaceae,Arid,Secondary,Pogonomyrmex_salinas,Formicidae,ant,Insect,USA,Longland et al. (2001),
1237,Oryzopsis_hymenoides,Oryzopsis hymenoides,Oryzopsis,Poaceae,Arid,Primary,Pogonomyrmex_occidentalis,Formicidae,ant,Insect,Australia,Mull (2003),
1240,Osteospermum_sinuatum,Osteospermum sinuatum,Osteospermum,Asteraceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,South Africa,Milton & Dean (1993),
1243,Ouratea_spectabilis,Ouratea spectabilis,Ouratea,Ochnaceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Christianini et al. (2007),
1245,Oxalis_corniculata,Oxalis corniculata,Oxalis,Oxalidaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1259,Panicum_maximum,Panicum maximum,Panicum,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1260,Panicum_scribnerianum,Panicum scribnerianum,Panicum,Poaceae,Temperate,Primary,Pheidole bicarinata,Formicidae,ant,Insect,USA,Ballard & Pruess (1979),
1262,Pappophorum_spp.,Pappophorum spp.,Pappophorum,Poaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
1266,Paronychia_arabica,Paronychia arabica,Paronychia,Caryophyllaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1267,Parthenium_hysteophorus,Parthenium hysteophorus,Partherium,Asteraceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
1268,Paspalum_conjugatum,Paspalum conjugatum,Paspalum,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1270,Paspalum_notatum,Paspalum notatum,Paspalum,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1271,Paspalum_orbiculare,Paspalum orbiculare,Paspalum,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1272,Paspalum_sp,Paspalum sp,Paspalum,Poaceae,Temperate,Primary,Pheidole bicarinata,Formicidae,ant,Insect,USA,Ballard & Pruess (1979),
1276,Peganum_harmala,Peganum harmala,Peganum,Nitrariaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
1284,Petrorhagia_prolifera,Petrorhagia prolifera,Petrorhagia,Caryophyllaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1286,Phalaris_minor,Phalaris minor,Phalaris,Poaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
1287,Phleum_sp.,Phleum sp.,Phleum,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1288,Phyllanthus_amarus,Phyllanthus amarus,Phyllanthus,Euphorbiaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1289,Phyllanthus_flagellaris,Phyllanthus flagellaris,Phyllanthus,Euphorbiaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
1300,Picris_babylonica,Picris babylonica,Picris,Asteraceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1301,Picris_hieracioides,Picris hieracioides,Picris,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1302,Picris_longirostris,Picris longirostris,Picris,Asteraceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
1303,Pilostyles_thurberi,Pilostyles thurberi,Pilostyles,Apodanthaceae,Arid,Secondary,,Formicidae,ant,Insect,USA,Bouman & Meyer (1994),
1454,Plantago_arenaria,Plantago arenaria,Plantago,Plantaginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1455,Plantago_bellardii,Plantago bellardii,Plantago,Plantaginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1456,Plantago_bellardii,Plantago bellardii,Plantago,Plantaginaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
1457,Plantago_boissieri,Plantago boissieri,Plantago,Plantaginaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1458,Plantago_coronopus,Plantago coronopus,Plantago,Plantaginaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1459,Plantago_coronopus,Plantago coronopus,Plantago,Plantaginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1460,Plantago_coronopus,Plantago coronopus,Plantago,Plantaginaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
1461,Plantago_coronopus,Plantago coronopus,Plantago,Plantaginaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
1462,Plantago_coronopus,Plantago coronopus,Plantago,Plantaginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1463,Plantago_lagopus,Plantago lagopus,Plantago,Plantaginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1464,Plantago_maritima,Plantago maritima,Plantago,Plantaginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1465,Plantago_ovata,Plantago ovata,Plantago,Plantaginaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1466,Plantago_psammophila,Plantago psammophila,Plantago,Plantaginaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1467,Plantago_purshii,Plantago purshii,Plantago,Plantaginaceae,Temperate,Primary,Pheidole bicarinata,Formicidae,ant,Insect,USA,Ballard & Pruess (1979),
1472,Poa_angustifolia,Poa angustifolia,Poa,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1473,Poa_annua,Poa annua,Poa,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1474,Poa_annua,Poa annua,Poa,Poaceae,Mediterranean,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1475,Poa_bulbosa,Poa bulbosa,Poa,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1476,Poa_bulbosa,Poa bulbosa,Poa,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1477,Poa_chaixii,Poa chaixii,Poa,Poaceae,Temperate,Secondary,"Lasius_flavus, Formica, Tetramorium_caespitum",Formicidae,ant,Insect,Slovakia,Dostal (2005),
1478,Poa_pratensis,Poa pratensis,Poa,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1484,Polycarpon_tetraphyllum,Polycarpon tetraphyllum,Polycarpon,Caryophyllaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1486,Polygonum_plebeium,Polygonum plebeium,Polygonum,Polygonaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1488,Polypogon_monspeliensis,Polypogon monspeliensis,Polypogon,Polygonaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1490,Portulaca_oleracea,Portulaca oleracea,Portulaca,Portulacaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
1491,Potentilla_glandulosa,Potentilla glandulosa,Potentilla,Rosaceae,Arid,Secondary,Pheidoles ceres,Formicidae,ant,Insect,USA,judd (2006),
1524,Prosopis_flexuosa,Prosopis flexuosa,Prosopis,Fabaceae,Arid,Secondary,Acromyrmex lobicornis,Formicidae,ant,Insect,Argentina,Milesi & López de Casenave (2004),
1525,Prosopis_flexuosa,Prosopis flexuosa,Prosopis,Fabaceae,Arid,Secondary,Acromyrmex striatus,Formicidae,ant,Insect,Argentina,Milesi & López de Casenave (2004),
1526,Prosopis_flexuosa,Prosopis flexuosa,Prosopis,Fabaceae,Arid,Secondary,Pheidole bergi,Formicidae,ant,Insect,Argentina,Milesi & López de Casenave (2004),
1527,Prosopis_flexuosa,Prosopis flexuosa,Prosopis,Fabaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
1581,Pseudopogonatherum_contortum,Pseudopogonatherum contortum,Pseudopogonatherum,Poaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
1582,Pseudopogonatherum_irritans,Pseudopogonatherum irritans,Pseudopogonatherum,Poaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
1590,Psoralea_bituminosa,Psoralea bituminosa,Psoralea,Fabaceae,Mediterranean,Secondary,Messor_bouvieri,Formicidae,ant,Insect,Spain,Oliveras et al. (2007),
1591,Psoralea_bituminosa,Psoralea bituminosa,Psoralea,Fabaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Spain,Oliveras et al. (2008),
1595,Psychotria_tricholoba,Psychotria tricholoba,Psychotria,Rubiaceae,Tropical,Secondary,,Formicidae,ant,Insect,Brazil,Christianini et al. (2007),
1596,Pteronia_sp.,Pteronia sp.,Pteronia,Asteraceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,South Africa,Milton & Dean (1993),
1900,Radiola_linoides,Radiola linoides,Radiola,Linaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
1903,Raphanus_raphanistrum,Raphanus raphanistrum,Raphanus,Brassicaceae,Mediterranean,Secondary,Iridomyrmex_greenslandei,Formicidae,ant,Insect,Australia,Minkey & Spafford (2016),
1904,Raphanus_raphanistrum,Raphanus raphanistrum,Raphanus,Brassicaceae,Mediterranean,Secondary,Melophorus_turneri,Formicidae,ant,Insect,Australia,Minkey & Spafford (2016),
1905,Raphanus_raphanistrum,Raphanus raphanistrum,Raphanus,Brassicaceae,Mediterranean,Secondary,Pheidole_hartmeyeri,Formicidae,ant,Insect,Australia,Minkey & Spafford (2016),
1906,Raphanus_raphanistrum,Raphanus raphanistrum,Raphanus,Brassicaceae,Mediterranean,Secondary,Rhytidoponera_metallica,Formicidae,ant,Insect,Australia,Minkey & Spafford (2016),
1907,Raphanus_sp.,Raphanus sp.,Raphanus,Brassicaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1908,Rapistrum_rugosum,Rapistrum rugosum,Rapistrum,Brassicaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
1911,Reichardia_picroides,Reichardia picroides,Reichardia,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
1912,Reichardia_tingitana,Reichardia tingitana,Reichardia,Asteraceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1914,Reseda_arabica,Reseda arabica,Reseda,Resedaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
1915,Reseda_recursiva,Reseda recursiva,Reseda,Resedaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
