No.,Species,sp,accepted.family,hemisphere,latitude,longitude,StudyLocation.filter,Country,SeedMass,SeedMass.Source,SeedReleaseHeight,SeedReleaseHeight.Source,MaximumSDD,MeanSDD,mode,E or M,GF.binary,Reference.EL
424,Petiveria alliacea,Petiveria alliacea,Phytolaccaceae,N,10.34516667,-85.33875556,"Palo Verde Field Station, Guanacaste Province",Costa Rica,13.54,paper,1.5,paper,250,156.6,vertebrate,experiment,herbaceous,Bullock & Primack 1977
440,Pinus albicaulis,Pinus albicaulis,Pinaceae,N,43.74277778,-110.1147222,"Squaw Basin, 40km east of Moran, Wyoming, Bridger-Teton National Forests (elevation 2850m)",USA,72.09,paper,19.812,USDA,3500,NA,vertebrate,experiment,woody,Hutchins & Lanner 1982
450,Pinus koraiensis,Pinus koraiensis,Pinaceae,N,42.66666667,141.6,Tomakomai Experimental Forest of Hokkaido University,Japan,730,other paper,50,other paper,1800,NA,vertebrate,experiment,woody,Hayashida 1988
454,Pinus strobus,Pinus strobus,Pinaceae,N,42.49083333,-72.52944444,"Mount Toby Forest, Sunderland",USA,17,paper,40,paper,30,NA,vertebrate,experiment,woody,Abbott & Quink 1970
457,Piper amalago,Piper amalago,Piperaceae,N,10.83793056,-85.70511111,"Santa Rosa National Park, Guanacaste Province",Costa Rica,1600,paper,3,internet (Useful Tropical Plants),700,37.8,vertebrate,experiment,woody,Fleming 1981
491,Quercus macrocarpa,Quercus macrocarpa,Fagaceae,N,39.11694444,-96.60583333,"McDowell Creek, Manhattan, Kansas",USA,6145,paper,30.48,USDA,51.5,NA,vertebrate,experiment,woody,Stapanian & Smith 1986
492,Quercus muehlenbergii,Quercus muehlenbergii,Fagaceae,N,39.11694444,-96.60583333,"McDowell Creek, Manhattan, Kansas",USA,1192.17,paper,21.336,USDA,45.3,NA,vertebrate,experiment,woody,Stapanian & Smith 1986
493,Quercus petraea,Quercus petraea,Fagaceae,N,48.1,7.683333333,"Kaiserstuhl, Rhine Valley",Germany,2342.2,paper,35,paper,300,NA,vertebrate,experiment,woody,Kollmann & Schill 1996
494,Quercus sp.,Quercus sp.,Fagaceae,N,56.47361111,8.97,"Hjelm Hede, Lake  Flynderso",Denmark,NA,NA,NA,NA,34,NA,vertebrate,experiment,woody,Jensen & Nielsen 1986
505,Rubus spectabilis,Rubus spectabilis,Rosaceae,N,58.93333333,-135.3333333,"Salt Lake Bay and Tenakee Inlet on Chichagof Island, Alaska",USA,3.19,paper,3.6576,USDA,1000,NA,vertebrate,model,herbaceous,Hickey et al. 1999
637,Trillium grandiflorum,Trillium grandiflorum,Melanthiaceae,N,42.45277778,-76.46388889,"McGowan's Woods, Ithaca, New York",USA,10.7,paper,0.5,Moles,3750,NA,vertebrate,model,herbaceous,Vellend et al. 2003
664,Vaccinium alaskaense,Vaccinium alaskaense,Ericaceae,N,58.93333333,-135.3333333,"Salt Lake Bay and Tenakee Inlet on Chichagof Island, Alaska",USA,NA,NA,2,internet,1000,NA,vertebrate,model,woody,Hickey et al. 1999
677,Quercus ilex,Quercus ilex,Fagaceae,N,40.08333333,0,"La Pobla Tornesa, Castell? province",Spain,2311,paper,25,Moles,545.5,68.6,vertebrate,experiment,woody,Pons & Pausas 2007
678,Quercus suber,Quercus suber,Fagaceae,N,40.08333333,0,"La Pobla Tornesa, Castell? province",Spain,3469,paper,20,Useful Temperate Plants,545.5,68.6,vertebrate,experiment,woody,Pons & Pausas 2007
687,Picconia excelsa,Picconia excelsa,Oleaceae,N,28.54527778,-16.22861111,"Anaga massif, Tenerife Island",Spain,330,Chen,20,paper,15,6.75,vertebrate,experiment,woody,Arteaga et al. 2006
691,Macrozamia communis,Macrozamia communis,Zamiaceae,S,-34.95,150.5,"Yerriyong on the south coast of New South Wales, Autralia",Australia,10500,paper,2.1,Moles,25,6.55,vertebrate,experiment,woody,Ballardie & Whelan 1986
741,Tamarindus indica,Tamarindus indica,Fabaceae,N,19,95.83333333,Bago Yoma,Myanmar,666.7137104,Moles,30,Moles,5772,1783.5,vertebrate,experiment,woody,Campos-Arceiz et al. 2008
743,Tamarindus indica,Tamarindus indica,Fabaceae,N,6.415555556,81.36555556,Yala National Park,Sri Lanka,666.7137104,Moles,30,Moles,5164,1261,vertebrate,experiment,woody,Campos-Arceiz et al. 2008
748,Desmodium incanum,Desmodium incanum,Fabaceae,N,18.58333333,-95.11666667,Los Tuxtlas Biological Station,Mexico,4.468,Kew,1,paper,NA,109.76,vertebrate,model,herbaceous,Castillo-Flores & Calvo-Irabién 2003
753,Pavonia schiedeana,Pavonia schiedeana,Malvaceae,N,18.58333333,-95.11666667,Los Tuxtlas Biological Station,Mexico,3.957504359,Moles,1.5,paper,NA,514.62,vertebrate,model,herbaceous,Castillo-Flores & Calvo-Irabién 2003
759,Astrocaryum sciophilum,Astrocaryum sciophilum,Arecaceae,N,4.083333333,-52.68333333,Nourague Station,French Guiana,14500,paper,8.6,paper,40,9.25,vertebrate,experiment,woody,Charles-Dominique et al. 2003
761,Miconia rubiginosa,Miconia rubiginosa,Melastomataceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,12,paper,6,paper,40,10.02162016,vertebrate,experiment,woody,Christianini & Oliveira 2009
770,Cleistopholis glauca,Cleistopholis glauca,Annonaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,526.32,Kew,41.9,paper,210,24.35,vertebrate,experiment,woody,Clark et al. 2005
772,Gambeya boukokoensis,Chrysophyllum boukokoense,Sapotaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,NA,NA,34.1,paper,200,41.27,vertebrate,experiment,woody,Clark et al. 2005
773,Garcinia smeathmanii,Garcinia smeathmanii,Clusiaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,7933.21176,paper calculation,22.2,paper,90,38.96,vertebrate,experiment,woody,Clark et al. 2005
778,Uapaca paludosa,Uapaca paludosa,Phyllanthaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,NA,NA,33.3,paper,124,47.06,vertebrate,experiment,woody,Clark et al. 2005
780,Bocageopsis multiflora,Bocageopsis multiflora,Annonaceae,S,-2.5,-60,north of Manaus,Brazil,134.5360111,Moles,12,internet (Useful Tropical Plants),NA,23.1,vertebrate,experiment,woody,Cramer et al. 2007b
782,Duckeodendron cestroides,Duckeodendron cestroides,Solanaceae,S,-2.5,-60,north of Manaus,Brazil,26800,paper,40,paper,46,4.9,vertebrate,experiment,woody,Cramer et al. 2007a
792,Quercus palustris,Quercus palustris,Fagaceae,N,37.22916667,-80.42361111,Virginia Polytechnic Institute and State University in Blacksburg,USA,4540,other paper,63,Moles,1900,1100,vertebrate,experiment,woody,Darley-Hill & Johnson 1981
804,Astrocaryum mexicanum,Astrocaryum mexicanum,Arecaceae,N,18.58333333,-95.10833333,Los Tuxtlas Biological Station,Mexico,2843.969291,Moles,8,Moles,NA,2.35,vertebrate,experiment,woody,Eguiarte et al. 1993
805,Jurinea cyanoides,Jurinea cyanoides,Asteraceae,N,8.65,49.88333333,"steppes of central Eurasia; northern upper Rhine valley in Hesse, Germany",Germany ,7.6,paper,0.4,Moles,17,NA,vertebrate,experiment,herbaceous,Eichberg et al. 2005
821,Plicosepalus acaciae,Plicosepalus acaciae,Loranthaceae,N,30.52769841,35.10323413,Arava valley,Israel,32.03053094,paper,NA,NA,270,86.91398613,vertebrate,model,woody,Green et al. 2009
832,Cleistopholis patens,Cleistopholis patens,Annonaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,754.3744982,paper,30,internet (Useful Tropical Plants),6500,1667.797438,vertebrate,model,woody,Holbrook & Smith 2000
833,Maesopsis eminii,Maesopsis eminii,Rhamnaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,1008.671587,Moles,50.1,paper,6500,890.646813,vertebrate,EM,woody,Holbrook & Smith 2000; Clark et al. 2005
834,Rauvolfia macrophylla,Citharexylum flexuosum,Verbenaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,30.44261166,paper,NA,NA,6500,1599.374928,vertebrate,model,woody,Holbrook & Smith 2000
836,Staudtia stipitata,Staudtia kamerunensis,Myristicaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,836.9539408,paper,36,paper,6500,1027.221863,vertebrate,EM,woody,Holbrook & Smith 2000; Clark et al. 2005
837,Strombosia scheffleri,Strombosia scheffleri,Olacaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,567.112224,paper,35,internet (Useful Tropical Plants),6500,1618.890394,vertebrate,model,woody,Holbrook & Smith 2000
839,Xylopia hypolampra,Xylopia hypolampra,Annonaceae,N,3.190833333,12.81138889,"Bouamir Research Station, Dja Reserve",Cameroon,189.8430094,paper,25,internet (http://congotrees.rbge.org.uk/species/details/xylopia-hypolampra),6500,1558.524131,vertebrate,model,woody,Holbrook & Smith 2000
840,Parthenocissus quinquefolia,Parthenocissus quinquefolia,Vitaceae,N,40.1321,-88.1415,"Trelease Woods, Urbana, Illinois",USA,23.58012543,Moles,10,Moles,24,9.735453083,vertebrate,experiment,woody,Hoppes 1988
841,Phytolacca americana,Phytolacca americana,Phytolaccaceae,N,40.1321,-88.1415,"Trelease Woods, Urbana, Illinois",USA,6.085139128,Moles,3,Moles,33,6.271240976,vertebrate,experiment,herbaceous,Hoppes 1988
842,Toxicodendron radicans,Toxicodendron radicans,Anacardiaceae,N,40.1321,-88.1415,"Trelease Woods, Urbana, Illinois",USA,30,paper,0.9144,internet (Plant Finder - Missouri Botanical Garden),33,5.853665014,vertebrate,experiment,woody,Hoppes 1988
843,Vitis vulpina,Vitis vulpina,Vitaceae,N,40.1321,-88.1415,"Trelease Woods, Urbana, Illinois",USA,25.52200997,Moles,25.3,USDA,24,6.518732693,vertebrate,experiment,woody,Hoppes 1988
844,Prunus serotina,Prunus serotina,Rosaceae,N,40.1321,-88.1415,"Trelease Woods, Urbana, Illinois",USA,96.24961501,Moles,40.8432,Moles,12,2.701234794,vertebrate,experiment,woody,Hoppes 1988
846,Virola surinamensis,Virola surinamensis,Myristicaceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,2500,paper,50,Moles,45,NA,vertebrate,experiment,woody,Howe et al. 1985
849,Quercus acutissima,Quercus acutissima,Fagaceae,N,36.93333333,140.5833333,"Ogawa Forest Reserve (OFR) in Kitaibaraki, Ibaraki",Japan,5890,paper,14.6304,Moles,30.8,24.7,vertebrate,experiment,woody,Iida 1996
850,Quercus serrata,Quercus serrata,Fagaceae,N,36.93333333,140.5833333,"Ogawa Forest Reserve (OFR) in Kitaibaraki, Ibaraki",Japan,2760,paper,25,eFloras,38.5,21.2,vertebrate,experiment,woody,Iida 1996
851,Fagus sylvatica,Fagus sylvatica,Fagaceae,N,55.56722222,9.404444444,"Hestehaven, East Jutland",Denmark,249,Kew,40,other paper,13,4.13,vertebrate,experiment,woody,Jensen 1985
852,Fagus grandifolia,Fagus grandifolia,Fagaceae,N,43.38722222,-88.02305556,University of Wisconsin-Milwaukee Field Station near Saukville,USA,251.5603789,Moles,36.576,Moles,4000,NA,vertebrate,experiment,woody,Johnson & Adkisson 1985
863,Bagassa guianensis,Bagassa guianensis,Moraceae,N,4.083333333,-52.66666667,Nourague Station,French Guiana,4096.878644,Chen,30,internet (Useful Tropical Plants),360,231,vertebrate,experiment,woody,Julliot 1996
864,Chrysophyllum prieurii,Chrysophyllum prieurii,Sapotaceae,N,4.083333333,-52.66666667,Nourague Station,French Guiana,959.1145268,paper,NA,NA,NA,242,vertebrate,experiment,woody,Julliot 1996
865,Dendrobangia boliviana,Dendrobangia boliviana,Cardiopteridaceae,N,4.083333333,-52.66666667,Nourague Station,French Guiana,448.3646479,paper,40,internet (Flora of the Guianas),NA,459,vertebrate,experiment,woody,Julliot 1996
866,Ecclinusa lanceolata,Ecclinusa lanceolata,Sapotaceae,N,4.083333333,-52.66666667,Nourague Station,French Guiana,NA,NA,35,Moles,NA,97.5,vertebrate,experiment,woody,Julliot 1996
867,Micropholis obscura,Micropholis obscura,Sapotaceae,N,4.083333333,-52.66666667,Nourague Station,French Guiana,NA,NA,35,Moles,NA,343,vertebrate,experiment,woody,Julliot 1996
871,Elaeocarpus ganitrus,Elaeocarpus serratus,Elaeocarpaceae,N,27.13333333,95.49166667,Arunachal Pradesh,India,3550,paper,25,paper,45,10.44306127,vertebrate,experiment,woody,Khan et al. 2005
872,Agrimonia eupatoria,Agrimonia eupatoria,Rosaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,18.1,other paper,1,Moles,932,NA,vertebrate,model,herbaceous,Kiviniemi 1996
873,Geum rivale,Geum rivale,Rosaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,1.16,other paper,0.6,Moles,1242,NA,vertebrate,model,herbaceous,Kiviniemi 1996
874,Triglochin palustris,Triglochin palustris,Juncaginaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.878,other paper,0.3,LEDA,1242,NA,vertebrate,model,herbaceous,Kiviniemi 1996
876,Anthriscus sylvestris,Anthriscus sylvestris,Apiaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,5.18,paper,1.5,Moles,120,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
877,Carum carvi,Carum carvi,Apiaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,2.37,paper,1,Moles,120,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
878,Euphrasia stricta,Euphrasia stricta,Orobanchaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.16,paper,0.3,paper mean,260,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
879,Filipendula vulgaris,Filipendula vulgaris,Rosaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.59,paper,0.8,Moles,240,2.015625,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
881,Helianthemum nummularium,Helianthemum nummularium,Cistaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.95,paper,0.3,Moles,240,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
882,Hieracium pilosella,Hieracium pilosella,Asteraceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.11,paper,0.4,Moles,300,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
883,Leucanthemum vulgare,Leucanthemum vulgare,Asteraceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.44,paper,1,Moles,300,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
884,Myosotis arvensis,Myosotis arvensis,Boraginaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.46,paper,0.6,Moles,220,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
885,Plantago media,Plantago media,Plantaginaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.28,paper,0.8,Moles,240,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
886,Polygala vulgaris,Polygala vulgaris,Polygalaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,1.96,paper,0.25,Moles,240,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
887,Primula veris,Primula veris,Primulaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.89,paper,0.3,Moles,140,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
888,Ranunculus acris,Ranunculus acris,Ranunculaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,1.38,paper,1,Moles,300,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
889,Rhinanthus minor,Rhinanthus minor,Orobanchaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,1.87,paper,0.6,Moles,180,NA,vertebrate,model,herbaceous,Kiviniemi & Eriksson 1999
893,Daucus carota,Daucus carota,Apiaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.995,paper,3,Moles,17,NA,vertebrate,model,herbaceous,Kiviniemi & Telenius 1998
897,Potentilla reptans,Potentilla reptans,Rosaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.325,paper,1,LEDA,7,NA,vertebrate,model,herbaceous,Kiviniemi & Telenius 1998
899,Sanicula europaea,Sanicula europaea,Apiaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,2.65,paper,0.6,LEDA,15,NA,vertebrate,model,herbaceous,Kiviniemi & Telenius 1998
900,Seseli libanotis,Seseli libanotis,Apiaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,0.96,paper,1,Moles,3,NA,vertebrate,model,herbaceous,Kiviniemi & Telenius 1998
901,Torilis japonica,Torilis japonica,Apiaceae,N,58.94722222,17.14916667,Tovetorp research station,Sweden,1.24,paper,2,Moles,15,NA,vertebrate,model,herbaceous,Kiviniemi & Telenius 1998
904,Ficus stupenda,Ficus crassiramea,Moraceae,S,-1.216666667,110.1166667,"Cabang Panti Research Site, Gunung Palung National Park, West Kalimantan",Indonesia,8669.249495,paper,52,internet (Useful Tropical Plants),60,6.67,vertebrate,experiment,woody,Laman 1996
905,Ficus subtecta,Ficus crassiramea,Moraceae,S,-1.216666667,110.1166667,"Cabang Panti Research Site, Gunung Palung National Park, West Kalimantan",Indonesia,3300.636896,paper,52,internet (Useful Tropical Plants),60,5.36,vertebrate,experiment,woody,Laman 1996
906,Aphania senegalensis,Lepisanthes senegalensis,Sapindaceae,N,0.266666667,30.425,Kanyawara study site of the Kibale National Park,Uganda,347.9991104,paper,6,eFloras,35,3.894164054,vertebrate,experiment,woody,Lambert 1999
907,Celtis durandii,Celtis gomphophylla,Cannabaceae,N,0.266666667,30.425,Kanyawara study site of the Kibale National Park,Uganda,34.16326906,paper,30,internet (Useful Tropical Plants),35,2.621881274,vertebrate,experiment,woody,Lambert 1999
909,Cordia abyssinica,Cordia africana,Boraginaceae,N,0.266666667,30.425,Kanyawara study site of the Kibale National Park,Uganda,204.31131,paper,15,internet (Useful Tropical Plants),15,2.576900529,vertebrate,experiment,woody,Lambert 1999
910,Linociera johnsonii,Chionanthus africanus,Oleaceae,N,0.266666667,30.425,Kanyawara study site of the Kibale National Park,Uganda,946.6009216,paper,20,internet (Jstor),35,5.587436459,vertebrate,experiment,woody,Lambert 1999
912,Monodora myristica,Monodora myristica,Annonaceae,N,0.266666667,30.425,Kanyawara study site of the Kibale National Park,Uganda,1664.125161,paper,35,internet (Useful Tropical Plants),35,1.303189153,vertebrate,experiment,woody,Lambert 1999
913,Pseudospondias microcarpa,Pseudospondias microcarpa,Anacardiaceae,N,0.266666667,30.425,Kanyawara study site of the Kibale National Park,Uganda,609.5480485,paper,35,internet (Useful Tropical Plants),75,3.875753029,vertebrate,experiment,woody,Lambert 1999
915,Uvariopsis congensis,Uvariopsis congensis,Annonaceae,N,0.266666667,30.425,Kanyawara study site of the Kibale National Park,Uganda,406.2952488,paper,12,internet (Useful Tropical Plants),35,3.9142448,vertebrate,experiment,woody,Lambert 1999
923,Quercus liaotungensis,Quercus wutaishanica,Fagaceae,N,40,115.5,Liyuanling,China,2000,paper,12,other paper,23,5.333767693,vertebrate,experiment,woody,Li & Zhang 2003
925,Prunus armeniaca,Prunus armeniaca,Rosaceae,N,40,115.5,Liyuanling,China,945,paper mean,10,Moles,35,5.565555556,vertebrate,experiment,woody,Lu & Zhang 2004; Li & Zhang 2007
926,Alibertia hadrantha,Cordiera hadrantha,Rubiaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,170,Chen,NA,NA,NA,425,vertebrate,experiment,woody,Link & Di Fiore 2006
927,Cissus biformifolia,Cissus biformifolia,Vitaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,NA,NA,NA,NA,NA,559,vertebrate,experiment,woody,Link & Di Fiore 2006
928,Clarisia racemosa,Clarisia racemosa,Moraceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,1826.22471,Moles,39.8,Moles,NA,264,vertebrate,experiment,woody,Link & Di Fiore 2006
929,Dicranostyles ampla,Dicranostyles ampla,Convolvulaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,495.6742761,Moles,NA,NA,NA,130,vertebrate,experiment,woody,Link & Di Fiore 2006
930,Guarea kunthiana,Guarea kunthiana,Meliaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,70.09057619,Moles,50,Moles,NA,795,vertebrate,experiment,woody,Link & Di Fiore 2006
931,Hieronyma alchorneoides,Hieronyma alchorneoides,Phyllanthaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,50,paper,50,Moles,NA,443,vertebrate,experiment,woody,Link & Di Fiore 2006
932,Matisia cordata,Quararibea cordata,Malvaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,3700,Kew,45,Moles,NA,88,vertebrate,experiment,woody,Link & Di Fiore 2006
933,Naucleopsis glabra,Naucleopsis glabra,Moraceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,NA,NA,35,Moles,NA,1183,vertebrate,experiment,woody,Link & Di Fiore 2006
934,Perebea xanthochyma,Perebea xanthochyma,Moraceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,250,other paper,17,Moles,NA,907,vertebrate,experiment,woody,Link & Di Fiore 2006
935,Prunus debilis,Prunus debilis,Rosaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,NA,NA,NA,NA,NA,585,vertebrate,experiment,woody,Link & Di Fiore 2006
936,Pseudomalmea diclina,Pseudomalmea diclina,Annonaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,NA,NA,NA,NA,NA,167,vertebrate,experiment,woody,Link & Di Fiore 2006
937,Rollinia pittieri,Rollinia pittieri,Annonaceae,S,-0.7,-75.46666667,Proyecto Primates Research Area,Ecuador,NA,NA,30,Moles,NA,735,vertebrate,experiment,woody,Link & Di Fiore 2006
