source,site_id,lat,long,family,genus,species,sp,mode,color_desc,habit,fruit_length
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Rosaceae,Crataegus,ambigua,Crataegus ambigua,endo,red,shrub,12.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Rosaceae,Prunus,tenella,Prunus tenella,endo,,shrub,16
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Rosaceae,Prunus,fruticosa,Prunus fruticosa,endo,red,shrub,8.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Rosaceae,Prunus,avium,Prunus avium,endo,red,tree,10.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Rosaceae,Prunus,padus,Prunus padus,endo,black,tree,7
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Celastraceae,Euonymus,verrucosus,Euonymus verrucosus,endo,orange,shrub,10
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Rhamnaceae,Rhamnus,catharticus,Rhamnus catharticus,endo,black,shrub,7
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Rhamnaceae,Frangula,alnus,Frangula alnus,endo,black,shrub,8
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Thymelaeaceae,Daphne,mezereum,Daphne mezereum,endo,red,shrub,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Thymelaeaceae,Daphne,sophia,Daphne sophia,endo,red,shrub,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Thymelaeaceae,Daphne,cneorum,Daphne cneorum,endo,yellow,shrub,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Cucurbitaceae,Bryonia,alba,Bryonia alba,endo,black,herb,7.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Cornaceae,Cornus,alba,Cornus alba,endo,white,shrub,8
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Cornaceae,Cornus,suecica,Cornus suecica,endo,red,herb,5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Ericaceae,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,endo,red,shrub,10
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Ericaceae,Vaccinium,oxycoccos,Vaccinium oxycoccos,endo,red,shrub,9
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Ericaceae,Vaccinium,microcarpum,Vaccinium microcarpum,endo,unknown,shrub,6.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Ericaceae,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,endo,red,shrub,7.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Ericaceae,Vaccinium,uliginosum,Vaccinium uliginosum,endo,black,shrub,8.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Ericaceae,Empetrum,nigrum,Empetrum nigrum,endo,black,shrub,5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Verbenaceae,Lantana,camara,Lantana camara,endo,black,shrub,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Solanaceae,Physalis,alkekengi,Physalis alkekengi,endo,red,herb,14.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Solanaceae,Solanum,luteum,Solanum luteum,endo,red,herb,8
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Caprifoliaceae,Sambucus,ebulus,Sambucus ebulus,endo,black,herb,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Caprifoliaceae,Sambucus,racemosa,Sambucus racemosa,endo,red,shrub,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Caprifoliaceae,Viburnum,opulus,Viburnum opulus,endo,red,shrub,8
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Caprifoliaceae,Lonicera,caerulea,Lonicera caerulea,endo,black,shrub,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Caprifoliaceae,Lonicera,tatarica,Lonicera tatarica,endo,red,shrub,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Caprifoliaceae,Lonicera,xylosteum,Lonicera xylosteum,endo,red,shrub,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Adoxaceae,Adoxa,moschatellina,Adoxa moschatellina,endo,green,herb,5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Alismataceae,Caldesia,parnassifolia,Caldesia parnassifolia,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,nodosus,Potamogeton nodosus,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,gramineus,Potamogeton gramineus,endo,unknown,aquatic,2.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,alpinus,Potamogeton alpinus,endo,unknown,aquatic,27.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,praelongus,Potamogeton praelongus,endo,unknown,aquatic,4.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,friesii,Potamogeton friesii,endo,unknown,aquatic,2.25
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,rutilus,Potamogeton rutilus,endo,unknown,aquatic,1.75
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,obtusifolius,Potamogeton obtusifolius,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,trichoides,Potamogeton trichoides,endo,unknown,aquatic,3
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,compressus,Potamogeton compressus,endo,unknown,aquatic,3.75
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,acutifolius,Potamogeton acutifolius,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Potamogetonaceae,Potamogeton,filiformis,Potamogeton filiformis,endo,unknown,aquatic,2.375
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Liliaceae,Convallaria,majalis,Convallaria majalis,endo,red,herb,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Liliaceae,Maianthemum,bifolium,Maianthemum bifolium,endo,red,herb,5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Liliaceae,Polygonatum,latifolium,Polygonatum latifolium,endo,black,herb,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Liliaceae,Polygonatum,multiflorum,Polygonatum multiflorum,endo,black,herb,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Liliaceae,Polygonatum,odoratum,Polygonatum odoratum,endo,black,herb,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Liliaceae,Paris,quadrifolia,Paris quadrifolia,endo,black,herb,NA
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Liliaceae,Asparagus,officinalis,Asparagus officinalis,endo,red,herb,6
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Araceae,Calla,palustris,Calla palustris,endo,red,herb,5
Flora Europaea,RUSSIA_C,55.86537533,41.81633295,Araceae,Arum,orientale,Arum orientale,endo,red,herb,70
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Caryophyllaceae,Cucubalus,baccifer,Cucubalus baccifer,endo,black,herb,7
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Nymphaeaceae,Nymphaea,candida,Nymphaea candida,endo,unknown,aquatic,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Nymphaeaceae,Nuphar,pumila,Nuphar pumila,endo,unknown,aquatic,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Ranunculaceae,Actaea,spicata,Actaea spicata,endo,black,herb,12.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Berberidaceae,Berberis,vulgaris,Berberis vulgaris,endo,unknown,shrub,7.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Papaveraceae,Corydalis,cava,Corydalis cava,endo,unknown,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Papaveraceae,Corydalis,intermedia,Corydalis intermedia,endo,unknown,herb,17.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Papaveraceae,Corydalis,solida,Corydalis solida,endo,unknown,herb,17.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Grossulariaceae,Ribes,spicatum,Ribes spicatum,endo,red,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Grossulariaceae,Ribes,nigrum,Ribes nigrum,endo,black,shrub,12
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Grossulariaceae,Ribes,alpinum,Ribes alpinum,endo,red,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rubus,arcticus,Rubus arcticus,endo,red,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rubus,saxatilis,Rubus saxatilis,endo,red,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rubus,nessensis,Rubus nessensis,endo,red,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rubus,scissus,Rubus scissus,endo,red,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rubus,glandulosus,Rubus glandulosus,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rosa,majalis,Rosa majalis,endo,red,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rosa,vosagiaca,Rosa vosagiaca,endo,red,shrub,15
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rosa,subcanina,Rosa subcanina,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rosa,caesia,Rosa caesia,endo,unknown,shrub,25
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rosa,tomentosa,Rosa tomentosa,endo,red,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rosa,mollis,Rosa mollis,endo,unknown,shrub,12.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rosa,rubiginosa,Rosa rubiginosa,endo,red,shrub,12.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Rosa,agrestis,Rosa agrestis,endo,red,shrub,12.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Fragaria,viridis,Fragaria viridis,endo,unknown,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Sorbus,rupicola,Sorbus rupicola,endo,red,shrub,13.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Sorbus,intermedia,Sorbus intermedia,endo,red,tree,13.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Cotoneaster,integerrimus,Cotoneaster integerrimus,endo,red,shrub,7
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Cotoneaster,niger,Cotoneaster niger,endo,black,shrub,7.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Crataegus,calycina,Crataegus calycina,endo,red,shrub,9.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rosaceae,Prunus,padus,Prunus padus,endo,black,tree,7
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Celastraceae,Euonymus,verrucosus,Euonymus verrucosus,endo,orange,shrub,10
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rhamnaceae,Rhamnus,catharticus,Rhamnus catharticus,endo,black,shrub,7
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Rhamnaceae,Frangula,alnus,Frangula alnus,endo,black,shrub,8
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Thymelaeaceae,Daphne,mezereum,Daphne mezereum,endo,red,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Elaeagnaceae,Hippophae,rhamnoides,Hippophae rhamnoides,endo,orange,shrub,7
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Cornaceae,Cornus,suecica,Cornus suecica,endo,red,herb,5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Ericaceae,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,endo,red,shrub,10
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Ericaceae,Vaccinium,oxycoccos,Vaccinium oxycoccos,endo,red,shrub,9
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Ericaceae,Vaccinium,microcarpum,Vaccinium microcarpum,endo,unknown,shrub,6.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Ericaceae,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,endo,red,shrub,7.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Ericaceae,Vaccinium,uliginosum,Vaccinium uliginosum,endo,black,shrub,8.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Ericaceae,Empetrum,nigrum,Empetrum nigrum,endo,black,shrub,5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Caprifoliaceae,Viburnum,opulus,Viburnum opulus,endo,red,shrub,8
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Caprifoliaceae,Lonicera,caerulea,Lonicera caerulea,endo,black,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Caprifoliaceae,Lonicera,xylosteum,Lonicera xylosteum,endo,red,shrub,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Adoxaceae,Adoxa,moschatellina,Adoxa moschatellina,endo,green,herb,5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Alismataceae,Caldesia,parnassifolia,Caldesia parnassifolia,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,nodosus,Potamogeton nodosus,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,gramineus,Potamogeton gramineus,endo,unknown,aquatic,2.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,alpinus,Potamogeton alpinus,endo,unknown,aquatic,27.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,praelongus,Potamogeton praelongus,endo,unknown,aquatic,4.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,friesii,Potamogeton friesii,endo,unknown,aquatic,2.25
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,rutilus,Potamogeton rutilus,endo,unknown,aquatic,1.75
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,obtusifolius,Potamogeton obtusifolius,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,trichoides,Potamogeton trichoides,endo,unknown,aquatic,3
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,compressus,Potamogeton compressus,endo,unknown,aquatic,3.75
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,acutifolius,Potamogeton acutifolius,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Potamogetonaceae,Potamogeton,filiformis,Potamogeton filiformis,endo,unknown,aquatic,2.375
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Liliaceae,Convallaria,majalis,Convallaria majalis,endo,red,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Liliaceae,Maianthemum,bifolium,Maianthemum bifolium,endo,red,herb,5
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Liliaceae,Polygonatum,verticillatum,Polygonatum verticillatum,endo,black,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Liliaceae,Polygonatum,multiflorum,Polygonatum multiflorum,endo,black,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Liliaceae,Polygonatum,odoratum,Polygonatum odoratum,endo,black,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Liliaceae,Paris,quadrifolia,Paris quadrifolia,endo,black,herb,NA
Flora Europaea,RUSSIA_B,56.66381429,24.50960219,Araceae,Calla,palustris,Calla palustris,endo,red,herb,5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Cupressaceae,Juniperus,sabina,Juniperus sabina,endo,black,shrub,5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ephedraceae,Ephedra,distachya,Ephedra distachya,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Loranthaceae,Loranthus,europaeus,Loranthus europaeus,endo,yellow,shrub,10
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Caryophyllaceae,Cucubalus,baccifer,Cucubalus baccifer,endo,black,herb,7
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Nymphaeaceae,Nymphaea,candida,Nymphaea candida,endo,unknown,aquatic,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ranunculaceae,Actaea,spicata,Actaea spicata,endo,black,herb,12.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Berberidaceae,Berberis,vulgaris,Berberis vulgaris,endo,unknown,shrub,7.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Papaveraceae,Corydalis,cava,Corydalis cava,endo,unknown,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Papaveraceae,Corydalis,paczoskii,Corydalis paczoskii,endo,unknown,herb,21
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Papaveraceae,Corydalis,intermedia,Corydalis intermedia,endo,unknown,herb,17.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Papaveraceae,Corydalis,solida,Corydalis solida,endo,unknown,herb,17.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Grossulariaceae,Ribes,spicatum,Ribes spicatum,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Grossulariaceae,Ribes,petraeum,Ribes petraeum,endo,black,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Grossulariaceae,Ribes,nigrum,Ribes nigrum,endo,black,shrub,12
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Grossulariaceae,Ribes,uva-crispa,Ribes uva-crispa,endo,red,shrub,10
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,saxatilis,Rubus saxatilis,endo,red,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,nessensis,Rubus nessensis,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,plicatus,Rubus plicatus,endo,black,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,sulcatus,Rubus sulcatus,endo,black,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,villicaulis,Rubus villicaulis,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,bifrons,Rubus bifrons,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,canescens,Rubus canescens,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,rudis,Rubus rudis,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,serpens,Rubus serpens,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rubus,hirtus,Rubus hirtus,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,arvensis,Rosa arvensis,endo,red,shrub,13
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,pimpinellifolia,Rosa pimpinellifolia,endo,black,shrub,6
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,majalis,Rosa majalis,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,pendulina,Rosa pendulina,endo,red,shrub,20
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,gallica,Rosa gallica,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,jundzillii,Rosa jundzillii,endo,red,shrub,12
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,andegavensis,Rosa andegavensis,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,nitidula,Rosa nitidula,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,vosagiaca,Rosa vosagiaca,endo,red,shrub,15
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,subcanina,Rosa subcanina,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,caesia,Rosa caesia,endo,unknown,shrub,25
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,subcollina,Rosa subcollina,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,obtusifolia,Rosa obtusifolia,endo,red,shrub,15
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,corymbifera,Rosa corymbifera,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,tomentosa,Rosa tomentosa,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,scabriuscula,Rosa scabriuscula,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,villosa,Rosa villosa,endo,red,shrub,15
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,mollis,Rosa mollis,endo,unknown,shrub,12.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,rubiginosa,Rosa rubiginosa,endo,red,shrub,12.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,elliptica,Rosa elliptica,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,micrantha,Rosa micrantha,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,caryophyllacea,Rosa caryophyllacea,endo,red,shrub,10
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Rosa,turcica,Rosa turcica,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Fragaria,moschata,Fragaria moschata,endo,unknown,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Fragaria,viridis,Fragaria viridis,endo,unknown,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Pyrus,pyraster,Pyrus pyraster,endo,yellow,tree,24
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Malus,praecox,Malus praecox,endo,unknown,tree,22.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Sorbus,torminalis,Sorbus torminalis,endo,brown,tree,15
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Sorbus,aria,Sorbus aria,endo,red,tree,11.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Sorbus,austriaca,Sorbus austriaca,endo,red,tree,13
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Cotoneaster,integerrimus,Cotoneaster integerrimus,endo,red,shrub,7
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Cotoneaster,niger,Cotoneaster niger,endo,black,shrub,7.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Crataegus,ucrainica,Crataegus ucrainica,endo,unknown,shrub,12
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Crataegus,calycina,Crataegus calycina,endo,red,shrub,9.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Crataegus,ambigua,Crataegus ambigua,endo,red,shrub,12.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Crataegus,pentagyna,Crataegus pentagyna,endo,black,shrub,12.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Crataegus,laciniata,Crataegus laciniata,endo,red,shrub,17.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Prunus,tenella,Prunus tenella,endo,,shrub,16
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Prunus,fruticosa,Prunus fruticosa,endo,red,shrub,8.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Prunus,avium,Prunus avium,endo,red,tree,10.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Prunus,mahaleb,Prunus mahaleb,endo,black,shrub,9
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rosaceae,Prunus,padus,Prunus padus,endo,black,tree,7
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Anacardiaceae,Cotinus,coggygria,Cotinus coggygria,endo,unknown,shrub,3.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Celastraceae,Euonymus,verrucosus,Euonymus verrucosus,endo,orange,shrub,10
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Celastraceae,Euonymus,nanus,Euonymus nanus,endo,orange,shrub,10
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rhamnaceae,Rhamnus,catharticus,Rhamnus catharticus,endo,black,shrub,7
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rhamnaceae,Frangula,alnus,Frangula alnus,endo,black,shrub,8
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Vitaceae,Vitis,vinifera,Vitis vinifera,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Thymelaeaceae,Daphne,mezereum,Daphne mezereum,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Thymelaeaceae,Daphne,sophia,Daphne sophia,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Thymelaeaceae,Daphne,cneorum,Daphne cneorum,endo,yellow,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Elaeagnaceae,Hippophae,rhamnoides,Hippophae rhamnoides,endo,orange,shrub,7
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Cucurbitaceae,Ecballium,elaterium,Ecballium elaterium,endo,green,herb,45
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Cucurbitaceae,Bryonia,alba,Bryonia alba,endo,black,herb,7.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Cornaceae,Cornus,mas,Cornus mas,endo,red,shrub,12.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ericaceae,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,endo,red,shrub,10
