source,site_id,lat,long,family,genus,species,sp,mode,color_desc,habit,fruit_length
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Agelanthus,molleri,Agelanthus molleri,endo,unknown,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Agelanthus,sambesiacus,Agelanthus sambesiacus,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Agelanthus,lancifolius,Agelanthus lancifolius,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Agelanthus,flammeus,Agelanthus flammeus,endo,red,shrub,9
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Agelanthus,pungu,Agelanthus pungu,endo,red,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Spragueanella,rhamnifolia,Spragueanella rhamnifolia,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Tapinanthus,quequensis,Tapinanthus quequensis,endo,red,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Tapinanthus,dependens,Tapinanthus dependens,endo,red,shrub,11
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Tapinanthus,forbesii,Tapinanthus forbesii,endo,,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Tapinanthus,oleifolius,Tapinanthus oleifolius,endo,red,shrub,8.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Globimetula,mweroensis,Globimetula mweroensis,endo,red,,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Erianthemum,dregei,Erianthemum dregei,endo,red,shrub,12.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Erianthemum,virescens,Erianthemum virescens,endo,blue,shrub,11
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Erianthemum,ngamicum,Erianthemum ngamicum,endo,red,shrub,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Erianthemum,nyikense,Erianthemum nyikense,endo,red,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Vanwykia,remota,Vanwykia remota,endo,red,shrub,12.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Phragmanthera,eminii,Phragmanthera eminii,endo,blue,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Melastomataceae,Memecylon,erythranthum,Memecylon erythranthum,endo,black,tree,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Meliaceae,Ekebergia,benguelensis,Ekebergia benguelensis,endo,red,tree,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Meliaceae,Ekebergia,capensis,Ekebergia capensis,endo,,tree,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Meliaceae,Turraea,floribunda,Turraea floribunda,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Meliaceae,Turraea,nilotica,Turraea nilotica,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Meliaceae,Turraea,obtusifolia,Turraea obtusifolia,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Meliaceae,Trichilia,emetica,Trichilia emetica,endo,red,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Meliaceae,Trichilia,dregeana,Trichilia dregeana,endo,red,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Menispermaceae,Cissampelos,torulosa,Cissampelos torulosa,endo,unknown,climber,5.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Menispermaceae,Cissampelos,mucronata,Cissampelos mucronata,endo,unknown,climber,0.55
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Menispermaceae,Tiliacora,funifera,Tiliacora funifera,endo,unknown,climber,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Menispermaceae,Dioscoreophyllum,cumminsii,Dioscoreophyllum cumminsii,endo,unknown,climber,35
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Menispermaceae,Tinosperma,caffra,Tinosperma caffra,endo,unknown,climber,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Menispermaceae,Cocculus,hirsutus,Cocculus hirsutus,endo,unknown,climber,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Monimiaceae,Xymalos,monospora,Xymalos monospora,endo,orange,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Dorstenia,psilurus,Dorstenia psilurus,endo,unknown,herb,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,verruculosa,Ficus verruculosa,endo,black,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,cordata,Ficus cordata,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,ingens,Ficus ingens,endo,white,tree,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,sur,Ficus sur,endo,red,tree,30
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,sycomorus,Ficus sycomorus,endo,red,tree,32.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,vallis-choudae,Ficus vallis-choudae,endo,orange,tree,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,exasperata,Ficus exasperata,endo,red,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,capreifolia,Ficus capreifolia,endo,yellow,shrub,22.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Maclura,africana,Maclura africana,endo,unknown,shrub,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Milicia,excelsa,Milicia excelsa,endo,unknown,tree,2.75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,chirindensis,Ficus chirindensis,endo,yellow,tree,32.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,bubu,Ficus bubu,endo,brown,tree,30
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,sansibarica,Ficus sansibarica,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,polita,Ficus polita,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,thonningii,Ficus thonningii,endo,red,tree,7.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,abutilifolia,Ficus abutilifolia,endo,red,tree,16
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,fischeri,Ficus fischeri,endo,green,tree,17.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,natalensis,Ficus natalensis,endo,unknown,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,scassellatii,Ficus scassellatii,endo,green,tree,42.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,lutea,Ficus lutea,endo,orange,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,craterostoma,Ficus craterostoma,endo,red,tree,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Moraceae,Ficus,stuhlmannii,Ficus stuhlmannii,endo,red,tree,18.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myricaceae,Morella,pilulifera,Morella pilulifera,endo,unknown,tree,3.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myricaceae,Morella,serrata,Morella serrata,endo,unknown,shrub,3.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myricaceae,Morella,microbracteata,Morella microbracteata,endo,unknown,shrub,2.75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myricaceae,Morella,chimanimaniana,Morella chimanimaniana,endo,unknown,herb,4
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myrsinaceae,Maesa,lanceolata,Maesa lanceolata,endo,white,shrub,3.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myrsinaceae,Myrsine,africana,Myrsine africana,endo,black,herb,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myrsinaceae,Rapanea,melanophloeos,Rapanea melanophloeos,endo,black,tree,4
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myrsinaceae,Embelia,schimperi,Embelia schimperi,endo,red,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myrtaceae,Psidium,guajava,Psidium guajava,endo,yellow,tree,100
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myrtaceae,Eugenia,malangensis,Eugenia malangensis,endo,black,herb,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myrtaceae,Eugenia,uniflora,Eugenia uniflora,endo,red,shrub,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Myrtaceae,Eugenia,capensis,Eugenia capensis,endo,black,shrub,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,oconnorii,Ochna oconnorii,endo,black,shrub,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,macrocalyx,Ochna macrocalyx,endo,black,shrub,11.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,inermis,Ochna inermis,endo,black,shrub,9.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,barbosae,Ochna barbosae,endo,black,shrub,10.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,puberula,Ochna puberula,endo,black,shrub,9
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,holstii,Ochna holstii,endo,black,tree,10.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,hylophila,Ochna hylophila,endo,black,shrub,9.25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,leptoclada,Ochna leptoclada,endo,black,shrub,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,cyanophylla,Ochna cyanophylla,endo,black,tree,9.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,schweinfurthiana,Ochna schweinfurthiana,endo,black,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Ochna,confusa,Ochna confusa,endo,black,shrub,6.75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ochnaceae,Brackenridgea,zanguebarica,Brackenridgea zanguebarica,endo,black,shrub,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Olacaceae,Olax,dissitiflora,Olax dissitiflora,endo,red,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Olacaceae,Ximenia,americana,Ximenia americana,endo,yellow,shrub,25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Olacaceae,Strombosia,scheffleri,Strombosia scheffleri,endo,unknown,tree,25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Olea,europaea,Olea europaea,endo,unknown,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Olea,capensis,Olea capensis,endo,unknown,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Olea,chimanimani,Olea chimanimani,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Chionanthus,foveolatus,Chionanthus foveolatus,endo,unknown,tree,27
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Chionanthus,battiscombei,Chionanthus battiscombei,endo,black,shrub,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Jasminum,streptopus,Jasminum streptopus,endo,black,shrub,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Jasminum,abyssinicum,Jasminum abyssinicum,endo,unknown,climber,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Jasminum,fluminense,Jasminum fluminense,endo,unknown,climber,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Jasminum,stenolobum,Jasminum stenolobum,endo,unknown,herb,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Jasminum,multipartitum,Jasminum multipartitum,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oleaceae,Jasminum,brachyscyphum,Jasminum brachyscyphum,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Oliniaceae,Olinia,vanguerioides,Olinia vanguerioides,endo,,tree,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Opiliaceae,Opilia,tomentella,Opilia tomentella,endo,yellow,shrub,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Opiliaceae,Opilia,celtidifolia,Opilia celtidifolia,endo,orange,shrub,30
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Passifloraceae,Passiflora,ligularis,Passiflora ligularis,endo,black,climber,70
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Passifloraceae,Passiflora,edulis,Passiflora edulis,endo,black,herb,42.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Phytolaccaceae,Rivina,humilis,Rivina humilis,endo,unknown,herb,2.75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Phytolaccaceae,Phytolacca,octandra,Phytolacca octandra,endo,black,herb,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Phytolaccaceae,Phytolacca,dodecandra,Phytolacca dodecandra,endo,orange,herb,7.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Phytolaccaceae,Phytolacca,umbellatum,Phytolacca umbellatum,endo,brown,shrub,0.7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Phytolaccaceae,Phytolacca,capensis,Phytolacca capensis,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Podocarpaceae,Podocarpus,milanjianus,Podocarpus milanjianus,endo,black,tree,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ranunculaceae,Knowltonia,transvaalensis,Knowltonia transvaalensis,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhamnaceae,Scutia,myrtinus,Scutia myrtinus,endo,unknown,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhamnaceae,Ziziphus,mucronata,Ziziphus mucronata,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhamnaceae,Berchemia,discolor,Berchemia discolor,endo,yellow,tree,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhamnaceae,Rhamnus,staddo,Rhamnus staddo,endo,unknown,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhamnaceae,Rhamnus,prinoides,Rhamnus prinoides,endo,black,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhamnaceae,Phylica,ericoides,Phylica ericoides,endo,unknown,shrub,4
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhamnaceae,Phylica,paniculata,Phylica paniculata,endo,unknown,shrub,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhizophoraceae,Cassipourea,malosana,Cassipourea malosana,endo,unknown,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rhizophoraceae,Cassipourea,euryoides,Cassipourea euryoides,endo,unknown,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rosaceae,Rubus,niveus,Rubus niveus,endo,black,shrub,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rosaceae,Rubus,rigidus,Rubus rigidus,endo,orange,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rosaceae,Rubus,pinnatus,Rubus pinnatus,endo,red,shrub,0.6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rosaceae,Rubus,exsuccus,Rubus exsuccus,endo,orange,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rosaceae,Rubus,apetalus,Rubus apetalus,endo,black,shrub,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rosaceae,Prunus,africana,Prunus africana,endo,red,tree,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Aidia,micrantha,Aidia micrantha,endo,red,shrub,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Canthium,glaucum,Canthium glaucum,endo,red,shrub,10.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Canthium,inerme,Canthium inerme,endo,unknown,shrub,13.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Canthium,kuntzeanum,Canthium kuntzeanum,endo,unknown,shrub,14
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Canthium,lactescens,Canthium lactescens,endo,yellow,tree,9.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Canthium,mundianum,Canthium mundianum,endo,unknown,shrub,8.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Canthium,ngonii,Canthium ngonii,endo,unknown,shrub,9.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Canthium,racemulosum,Canthium racemulosum,endo,unknown,shrub,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Catunaregam,swynnertonii,Catunaregam swynnertonii,endo,yellow,shrub,25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Catunaregam,taylorii,Catunaregam taylorii,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Cephalanthus,natalensis,Cephalanthus natalensis,endo,red,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Chassalia,parvifolia,Chassalia parvifolia,endo,black,shrub,4.75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Chazaliella,abrupta,Chazaliella abrupta,endo,unknown,shrub,7.75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coddia,rudis,Coddia rudis,endo,unknown,shrub,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coffea,ligustroides,Coffea ligustroides,endo,orange,shrub,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coffea,mufindiensis,Coffea mufindiensis,endo,red,shrub,9
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coffea,racemosa,Coffea racemosa,endo,black,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coffea,salvatrix,Coffea salvatrix,endo,black,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coptosperma,neurophyllum,Coptosperma neurophyllum,endo,black,shrub,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coptosperma,rhodesiacum,Coptosperma rhodesiacum,endo,black,tree,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coptosperma,supra-axillare,Coptosperma supra-axillare,endo,black,shrub,4.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Coptosperma,zygoon,Coptosperma zygoon,endo,black,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Craterispermum,schweinfurthii,Craterispermum schweinfurthii,endo,black,shrub,5.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Cremaspora,triflora,Cremaspora triflora,endo,red,shrub,11
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Didymosalpinx,norae,Didymosalpinx norae,endo,green,shrub,26.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Fadogia,ancylantha,Fadogia ancylantha,endo,black,herb,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Fadogia,homblei,Fadogia homblei,endo,black,herb,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Galium,bussei,Galium bussei,endo,unknown,herb,1.75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Galium,chloroionanthum,Galium chloroionanthum,endo,,climber,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Galium,scabrellum,Galium scabrellum,endo,unknown,climber,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Galium,thunbergianum,Galium thunbergianum,endo,,climber,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Galopina,circaeoides,Galopina circaeoides,endo,black,herb,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Gardenia,imperialis,Gardenia imperialis,endo,red,shrub,61
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Gardenia,posoquerioides,Gardenia posoquerioides,endo,unknown,shrub,50
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Gardenia,resiniflua,Gardenia resiniflua,endo,unknown,shrub,11.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Gardenia,ternifolia,Gardenia ternifolia,endo,brown,shrub,55
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Gardenia,thunbergia,Gardenia thunbergia,endo,white,shrub,50
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Gardenia,volkensii,Gardenia volkensii,endo,white,tree,75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Geophila,repens,Geophila repens,endo,red,herb,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Keetia,gueinzii,Keetia gueinzii,endo,black,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Keetia,venosa,Keetia venosa,endo,black,shrub,9.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Lasianthus,kilimandscharicus,Lasianthus kilimandscharicus,endo,blue,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Pachystigma,pygmaeum,Pachystigma pygmaeum,endo,black,herb,17.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Psychotria,kirkii,Psychotria kirkii,endo,red,shrub,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Psychotria,mahonii,Psychotria mahonii,endo,red,tree,5.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Psychotria,pumila,Psychotria pumila,endo,red,shrub,5.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Psychotria,zombamontana,Psychotria zombamontana,endo,red,shrub,5.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Psydrax,kraussioides,Psydrax kraussioides,endo,green,shrub,7.25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Psydrax,livida,Psydrax livida,endo,black,shrub,5.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Psydrax,parviflora,Psydrax parviflora,endo,black,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Pyrostria,bibracteata,Pyrostria bibracteata,endo,yellow,shrub,6.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Rubia,cordifolia,Rubia cordifolia,endo,black,,3.25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Rytigynia,macrura,Rytigynia macrura,endo,yellow,shrub,10.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Rytigynia,sp. D,Rytigynia sp. D,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Rytigynia,uhligii,Rytigynia uhligii,endo,black,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Tapiphyllum,velutinum,Tapiphyllum velutinum,endo,brown,shrub,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Vangueria,apiculata,Vangueria apiculata,endo,brown,shrub,19.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Vangueria,esculenta,Vangueria esculenta,endo,yellow,tree,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Vangueria,infausta,Vangueria infausta,endo,brown,shrub,31
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Heinsenia,diervilleoides,Heinsenia diervilleoides,endo,red,shrub,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Heinsenia,crinita,Heinsenia crinita,endo,unknown,shrub,13
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Ixora,narcissodora,Ixora narcissodora,endo,red,shrub,7.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Lagynias,dryadum,Lagynias dryadum,endo,brown,shrub,22.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Leptactina,benguelensis,Leptactina benguelensis,endo,orange,shrub,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Leptactina,delagoensis,Leptactina delagoensis,endo,unknown,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Mussaenda,arcuata,Mussaenda arcuata,endo,green,shrub,18
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Otiophora,inyangana,Otiophora inyangana,endo,green,herb,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Rubiaceae,Otiophora,lanceolata,Otiophora lanceolata,endo,brown,shrub,NA
